Mach, Specific Range
   0.466369,    0.133738
   0.467928,    0.133539
   0.469487,    0.133342
   0.471046,    0.133146
   0.472605,    0.132953
   0.474164,    0.132756
   0.475723,    0.132513
   0.477282,    0.132273
   0.478842,    0.132033
   0.480401,    0.131796
   0.481960,    0.131557
   0.483519,    0.131283
   0.485078,    0.131010
   0.486637,    0.130742
   0.488196,    0.130477
   0.489755,    0.130213
   0.491314,    0.129933
   0.492873,    0.129651
   0.494432,    0.129370
   0.495991,    0.129090
   0.497550,    0.128812
   0.499109,    0.128527
   0.500668,    0.128235
   0.502227,    0.127945
   0.503786,    0.127657
   0.505346,    0.127370
   0.506905,    0.127084
   0.508464,    0.126786
   0.510023,    0.126483
   0.511582,    0.126181
   0.513141,    0.125880
   0.514700,    0.125584
   0.516259,    0.125290
   0.517818,    0.124981
   0.519377,    0.124669
   0.520936,    0.124359
   0.522495,    0.124050
   0.524054,    0.123743
   0.525613,    0.123437
   0.527172,    0.123118
   0.528731,    0.122793
   0.530291,    0.122470
   0.531850,    0.122148
   0.533409,    0.121827
   0.534968,    0.121508
   0.536527,    0.121186
   0.538086,    0.120847
   0.539645,    0.120511
   0.541204,    0.120176
   0.542763,    0.119839
   0.544322,    0.119504
   0.545881,    0.119170
   0.547440,    0.118827
   0.548999,    0.118473
   0.550558,    0.118121
   0.552117,    0.117770
   0.553676,    0.117421
   0.555235,    0.117073
   0.556795,    0.116722
   0.558354,    0.116365
   0.559913,    0.116000
   0.561472,    0.115636
   0.563031,    0.115274
   0.564590,    0.114914
   0.566149,    0.114556
   0.567708,    0.114199
   0.569267,    0.113841
   0.570826,    0.113463
   0.572385,    0.113087
   0.573944,    0.112712
   0.575503,    0.112339
   0.577062,    0.111968
   0.578621,    0.111598
   0.580180,    0.111231
   0.581739,    0.110860
   0.583299,    0.110479
   0.584858,    0.110092
   0.586417,    0.109706
   0.587976,    0.109323
   0.589535,    0.108941
   0.591094,    0.108561
   0.592653,    0.108183
   0.594212,    0.107805
   0.595771,    0.107417
   0.597330,    0.107026
   0.598889,    0.106630
   0.600448,    0.106236
   0.602007,    0.105844
   0.603566,    0.105453
   0.605125,    0.105065
   0.606684,    0.104679
   0.608244,    0.104287
   0.609803,    0.103891
   0.611362,    0.103492
   0.612921,    0.103090
   0.614480,    0.102690
   0.616039,    0.102292
   0.617598,    0.101895
   0.619157,    0.101501
   0.620716,    0.101109
