Mach, Specific Range
   0.427970,    0.169853
   0.430130,    0.169495
   0.432289,    0.169129
   0.434449,    0.168768
   0.436609,    0.168349
   0.438769,    0.167898
   0.440928,    0.167451
   0.443088,    0.166999
   0.445248,    0.166484
   0.447408,    0.165971
   0.449567,    0.165462
   0.451727,    0.164936
   0.453887,    0.164396
   0.456047,    0.163859
   0.458207,    0.163327
   0.460366,    0.162767
   0.462526,    0.162202
   0.464686,    0.161640
   0.466846,    0.161083
   0.469005,    0.160499
   0.471165,    0.159913
   0.473325,    0.159332
   0.475485,    0.158757
   0.477645,    0.158158
   0.479804,    0.157554
   0.481964,    0.156955
   0.484124,    0.156359
   0.486284,    0.155751
   0.488443,    0.155130
   0.490603,    0.154514
   0.492763,    0.153903
   0.494923,    0.153294
   0.497083,    0.152651
   0.499242,    0.152012
   0.501402,    0.151385
   0.503562,    0.150763
   0.505722,    0.150130
   0.507881,    0.149475
   0.510041,    0.148824
   0.512201,    0.148177
   0.514361,    0.147537
   0.516520,    0.146888
   0.518680,    0.146229
   0.520840,    0.145574
   0.523000,    0.144923
   0.525160,    0.144276
   0.527319,    0.143621
   0.529479,    0.142953
   0.531639,    0.142289
   0.533799,    0.141629
   0.535958,    0.140973
   0.538118,    0.140321
   0.540278,    0.139647
   0.542438,    0.138975
   0.544598,    0.138305
   0.546757,    0.137640
   0.548917,    0.136979
   0.551077,    0.136312
   0.553237,    0.135635
   0.555396,    0.134960
   0.557556,    0.134282
   0.559716,    0.133609
   0.561876,    0.132940
   0.564035,    0.132265
   0.566195,    0.131580
   0.568355,    0.130899
   0.570515,    0.130215
   0.572675,    0.129531
   0.574834,    0.128852
   0.576994,    0.128174
   0.579154,    0.127478
   0.581314,    0.126788
   0.583473,    0.126097
   0.585633,    0.125400
   0.587793,    0.124708
   0.589953,    0.124021
   0.592113,    0.123329
   0.594272,    0.122631
   0.596432,    0.121938
   0.598592,    0.121234
   0.600752,    0.120533
   0.602911,    0.119837
   0.605071,    0.119147
   0.607231,    0.118452
   0.609391,    0.117752
   0.611551,    0.117050
   0.613710,    0.116344
   0.615870,    0.115644
   0.618030,    0.114950
   0.620190,    0.114260
   0.622349,    0.113577
   0.624509,    0.112882
   0.626669,    0.112179
   0.628829,    0.111483
   0.630988,    0.110792
   0.633148,    0.110107
   0.635308,    0.109427
   0.637468,    0.108752
   0.639628,    0.108078
   0.641787,    0.107390
