Time, Angles
   0.000000,    0.000000
   0.500000,    0.000000
   1.000000,    0.000000
   1.500000,    0.000000
   2.000000,    0.000000
   2.500000,    0.000000
   3.000000,    0.000000
   3.500000,    0.000000
   4.000000,    0.000000
   4.500000,    0.000000
   5.000000,    0.000000
   5.500000,    0.000000
   6.000000,    0.000000
   6.500000,    0.000000
   7.000000,    0.000000
   7.500000,    0.000000
   8.000000,    0.000000
   8.500000,    0.000000
   9.000000,    0.000000
   9.500000,    0.000000
  10.000000,    0.000000
  10.500000,    0.000000
  11.000000,    0.000000
  11.500000,    0.000000
  12.000000,    0.000000
  12.500000,    0.000000
  13.000000,    0.000000
  13.500000,    0.000000
  14.000000,    0.000000
  14.500000,    0.000000
  15.000000,    0.000000
  15.500000,    0.000000
  16.000000,    0.000000
  16.500000,    0.000000
  17.000000,    0.000000
  17.500000,    0.000000
  17.963497,    0.000000
  18.463497,    1.747649
  18.963497,    3.621294
  19.463497,    5.188952
  19.571539,    5.529097
  20.071539,    7.168955
  20.193228,    7.512008
  20.693228,    7.512008
  21.193228,    7.114136
  21.693228,    6.714870
  22.193228,    6.315317
  22.693228,    5.916161
  22.997390,    5.673097
  23.497390,    5.278994
  23.997390,    4.879353
  24.497390,    4.479526
  24.997390,    4.080672
  25.497390,    3.680607
  25.997390,    3.281501
  26.497390,    2.881592
  26.997390,    2.483182
  27.497390,    2.082430
  27.942823,    1.727822
  28.442823,    1.727822
  28.942823,    1.727822
  29.442823,    1.727822
  29.942823,    1.727822
  30.442823,    1.727822
  30.942823,    1.727822
  31.442823,    1.727822
  31.942823,    1.727822
  32.442823,    1.727822
  32.942823,    1.727822
  33.442823,    1.727822
  33.942823,    1.727822
  34.442823,    1.727822
  34.942823,    1.727822
  34.997390,    1.727822
  35.497390,    1.727822
  35.997390,    1.727822
  36.497390,    1.727822
  36.997390,    1.727822
  37.029917,    1.727822
  37.529917,    1.547822
  38.029917,    1.447822
  38.529917,    1.387822
  39.029917,    1.367822
  39.529917,    1.367822
  40.029917,    1.367822
  40.529917,    1.367822
  41.029917,    1.367822
  41.529917,    1.387822
  42.029917,    1.387822
  42.529917,    1.407822
  43.029917,    1.407822
  43.529917,    1.427822
  44.029917,    1.427822
  44.529917,    1.447822
  44.599889,    1.447822
  45.099889,    0.307822
  45.599889,   -0.282178
  46.099889,   -0.562592
  46.599889,   -0.682178
  47.099889,   -0.702178
  47.599889,   -0.702178
  48.099889,   -0.682178
  48.599889,   -0.642178
  49.099889,    0.587822
  49.599889,    1.197822
  50.099889,    1.477822
  50.599889,    1.637822
  51.099889,    1.717822
  51.599889,    1.757822
  52.099889,    1.797822
  52.599889,    1.817822
  53.099889,    1.817822
  53.599889,    1.837822
  54.099889,    1.837822
  54.599889,    1.837822
  55.099889,    1.857822
  55.599889,    1.857822
  56.099889,    1.857822
  56.599889,    1.877822
  57.099889,    1.877822
  57.599889,    1.877822
  58.099889,    1.877822
  58.599889,    1.897822
  59.099889,    1.897822
  59.599889,    1.897822
  60.099889,    1.917822
  60.599889,    1.917822
  61.099889,    1.917822
  61.599889,    1.917822
  62.099889,    1.937822
  62.599889,    1.937822
  63.099889,    1.937822
  63.599889,    1.937822
  64.099889,    1.957822
  64.599889,    1.957822
  65.099889,    1.957822
  65.599889,    1.977822
  66.099889,    1.977822
  66.599889,    1.977822
  67.099889,    1.977822
  67.599889,    1.997822
  68.099889,    1.997822
  68.599889,    1.997822
  69.099889,    2.017822
  69.599889,    2.017822
  70.099889,    2.017822
  70.599889,    2.017822
  71.099889,    2.037822
  71.599889,    2.037822
  72.099889,    2.037822
  72.599889,    2.057822
  73.099889,    2.057822
  73.599889,    2.057822
  74.099889,    2.057822
  74.599889,    2.077822
  75.099889,    2.077822
  75.599889,    2.077822
  76.099889,    2.077822
  76.599889,    2.097822
  77.099889,    2.097822
  77.599889,    2.097822
  78.099889,    2.117822
  78.599889,    2.117822
  79.099889,    2.117822
  79.599889,    2.117822
  80.099889,    2.137822
  80.599889,    2.137822
  81.099889,    2.137822
  81.599889,    2.157822
  82.099889,    2.157822
  82.599889,    2.157822
  83.099889,    2.157822
  83.599889,    2.177822
  84.099889,    2.177822
  84.599889,    2.177822
  85.099889,    2.197822
  85.599889,    2.197822
  86.099889,    2.197822
  86.599889,    2.197822
  87.099889,    2.217822
  87.599889,    2.217822
  88.099889,    2.217822
  88.599889,    2.217822
  89.099889,    2.237822
  89.599889,    2.237822
  90.099889,    2.237822
  90.599889,    2.257822
  91.099889,    2.257822
  91.599889,    2.257822
  92.099889,    2.257822
  92.599889,    2.277822
  93.099889,    2.277822
  93.599889,    2.277822
  94.099889,    2.297822
  94.599889,    2.297822
  95.099889,    2.297822
  95.599889,    2.297822
  96.099889,    2.317822
  96.599889,    2.317822
  97.099889,    2.317822
  97.599889,    2.337503
  98.099889,    2.337822
  98.599889,    2.337822
  99.099889,    2.337822
  99.599889,    2.357822
 100.099889,    2.357822
 100.599889,    2.357822
 101.099889,    2.357822
 101.599889,    2.377822
 102.099889,    2.377822
 102.599889,    2.377822
 103.099889,    2.397822
 103.599889,    2.397822
 104.099889,    2.397822
 104.599889,    2.397822
 105.099889,    2.417822
 105.599889,    2.417822
 106.099889,    2.417822
