Time, Angles
   0.000000,    0.000000
   0.500000,    0.000000
   1.000000,    0.000000
   1.500000,    0.000000
   2.000000,    0.000000
   2.500000,    0.000000
   3.000000,    0.000000
   3.500000,    0.000000
   4.000000,    0.000000
   4.500000,    0.000000
   5.000000,    0.000000
   5.500000,    0.000000
   6.000000,    0.000000
   6.500000,    0.000000
   7.000000,    0.000000
   7.500000,    0.000000
   8.000000,    0.000000
   8.500000,    0.000000
   9.000000,    0.000000
   9.500000,    0.000000
  10.000000,    0.000000
  10.500000,    0.000000
  11.000000,    0.000000
  11.500000,    0.000000
  12.000000,    0.000000
  12.500000,    0.000000
  13.000000,    0.000000
  13.500000,    0.000000
  14.000000,    0.000000
  14.500000,    0.000000
  15.000000,    0.000000
  15.500000,    0.000000
  16.000000,    0.000000
  16.500000,    0.000000
  17.000000,    0.000000
  17.500000,    0.000000
  17.963497,    0.000000
  18.463497,    1.747649
  18.963497,    3.621294
  19.463497,    5.188952
  19.571539,    5.529097
  20.071539,    7.536530
  20.193228,    8.054524
  20.693228,    8.926108
  21.193228,    9.500965
  21.693228,   10.085125
  22.193228,   10.649580
  22.693228,   11.176141
  22.997390,   11.471760
  23.497390,   11.916658
  23.997390,   12.288767
  24.497390,   12.585537
  24.997390,   12.801366
  25.497390,   12.928398
  25.997390,   12.964011
  26.497390,   12.902633
  26.997390,   12.743713
  27.497390,   12.481365
  27.942823,   12.163950
  28.442823,   12.166759
  28.942823,   12.179901
  29.442823,   12.203250
  29.942823,   12.236591
  30.442823,   12.279626
  30.942823,   12.331975
  31.442823,   12.393180
  31.942823,   12.462715
  32.442823,   12.539989
  32.942823,   12.624351
  33.442823,   12.715098
  33.942823,   12.811482
  34.442823,   12.912715
  34.942823,   13.017978
  34.997390,   13.029674
  35.497390,   13.138386
  35.997390,   13.249125
  36.497390,   13.360819
  36.997390,   13.472400
  37.029917,   13.479630
  37.529917,   13.381030
  38.029917,   13.320262
  38.529917,   13.277008
  39.029917,   13.261510
  39.529917,   13.260026
  40.029917,   13.255759
  40.529917,   13.248670
  41.029917,   13.238747
  41.529917,   13.251319
  42.029917,   13.241380
  42.529917,   13.253559
  43.029917,   13.243601
  43.529917,   13.255880
  44.029917,   13.245902
  44.529917,   13.258229
  44.599889,   13.257000
  45.099889,   11.930494
  45.599889,   10.909027
  46.099889,   10.069740
  46.599889,    9.331242
  47.099889,    8.666058
  47.599889,    8.010443
  48.099889,    7.370295
  48.599889,    6.751569
  49.099889,    7.514306
  49.599889,    7.890140
  50.099889,    8.047640
  50.599889,    8.140897
  51.099889,    8.184021
  51.599889,    8.202781
  52.099889,    8.230311
  52.599889,    8.241862
  53.099889,    8.236120
  53.599889,    8.251641
  54.099889,    8.248280
  54.599889,    8.243390
  55.099889,    8.260699
  55.599889,    8.258204
  56.099889,    8.254176
  56.599889,    8.269777
  57.099889,    8.268147
  57.599889,    8.264982
  58.099889,    8.260292
  58.599889,    8.277295
  59.099889,    8.274996
  59.599889,    8.271170
  60.099889,    8.286305
  60.599889,    8.284873
  61.099889,    8.281911
  61.599889,    8.277426
  62.099889,    8.293996
  62.599889,    8.291901
  63.099889,    8.288280
  63.599889,    8.283149
  64.099889,    8.301695
  64.599889,    8.298939
  65.099889,    8.294664
  65.599889,    8.310912
  66.099889,    8.309021
  66.599889,    8.305606
  67.099889,    8.300682
  67.599889,    8.318572
  68.099889,    8.316022
  68.599889,    8.311956
  69.099889,    8.327744
  69.599889,    8.326058
  70.099889,    8.322853
  70.599889,    8.318141
  71.099889,    8.335556
  71.599889,    8.333215
  72.099889,    8.329361
  72.599889,    8.344551
  73.099889,    8.343074
  73.599889,    8.340084
  74.099889,    8.335589
  74.599889,    8.352602
  75.099889,    8.350476
  75.599889,    8.346840
  76.099889,    8.341710
  76.599889,    8.360155
  77.099889,    8.357385
  77.599889,    8.353114
  78.099889,    8.369594
  78.599889,    8.367690
  79.099889,    8.364281
  79.599889,    8.359380
  80.099889,    8.377438
  80.599889,    8.374894
  81.099889,    8.370851
  81.599889,    8.386627
  82.099889,    8.384948
  82.599889,    8.381768
  83.099889,    8.377098
  83.599889,    8.394501
  84.099889,    8.392184
  84.599889,    8.388371
  85.099889,    8.403486
  85.599889,    8.402031
  86.099889,    8.399080
  86.599889,    8.394639
  87.099889,    8.411458
  87.599889,    8.409369
  88.099889,    8.405786
  88.599889,    8.400726
  89.099889,    8.419077
  89.599889,    8.416357
  90.099889,    8.412152
  90.599889,    8.428413
  91.099889,    8.426558
  91.599889,    8.423213
  92.099889,    8.418392
  92.599889,    8.436082
  93.099889,    8.433604
  93.599889,    8.429645
  94.099889,    8.445379
  94.599889,    8.443768
  95.099889,    8.440672
  95.599889,    8.436102
  96.099889,    8.453381
  96.599889,    8.451150
  97.099889,    8.447440
  97.599889,    8.462229
  98.099889,    8.461182
  98.599889,    8.458335
  99.099889,    8.454015
  99.599889,    8.470677
 100.099889,    8.468694
 100.599889,    8.465234
 101.099889,    8.460311
 101.599889,    8.478481
 102.099889,    8.475886
 102.599889,    8.471822
 103.099889,    8.487914
 103.599889,    8.486185
 104.099889,    8.482983
 104.599889,    8.478320
 105.099889,    8.495966
 105.599889,    8.493629
 106.099889,    8.489825
 106.599889,    8.505137
