Time, Acceleration
   0.000000, 44046.016553
   1.000000, 43400.654219
   2.000000, 42749.231339
   3.000000, 42092.448427
   4.000000, 41430.964437
   5.000000, 40765.067486
   6.000000, 40095.464601
   7.000000, 39422.956648
   8.000000, 38748.093767
   9.000000, 38070.864037
  10.000000, 37392.666514
  11.000000, 36714.154208
  12.000000, 36036.018133
  13.000000, 35360.033489
  14.000000, 34686.839495
  15.000000, 34018.112232
  16.000000, 33353.417112
  17.000000, 32693.458828
  18.000000, 32035.863002
  18.461566, 31732.985761
  19.461566, 31583.994530
  20.089012, 31512.702949
  20.688845, 29732.488409
  21.188845, 26406.191770
  22.188845, 14171.156912
  23.188845, 6881.082848
  23.421772, 5482.912693
  24.406463,   -8.079057
  25.406463,   -5.683414
  26.406463,  -11.105638
  27.406463,   -2.380830
  28.406463,   -2.231003
  29.406463,    2.269599
  30.406463,   -5.840249
  31.406463,    3.503062
  32.406463,    0.811452
  33.406463,   -0.906966
  34.406463,   -2.181204
  35.406463,   -3.296559
  35.421772,   -3.128403
  36.022823,    4.500968
  37.022823,   -1.101968
  38.022823,   -5.112019
  39.022823,   11.606600
  40.022823,   11.523601
  41.022823,    5.076619
  42.022823,   -4.985239
  43.022823,   -4.663904
  44.022823,   -4.519724
  44.423899,    1.405828
  45.423899,  -13.267200
  46.423899,   -8.871345
  47.423899,    0.575962
  48.423899,    4.444165
  49.423899,    8.402018
  50.423899,   -0.001879
  51.423899,   11.949718
  52.423899,    6.339053
  53.423899,   11.233413
  54.423899,    4.843550
  55.423899,   -2.620610
  56.423899,   10.896027
  57.423899,   -0.390175
  58.423899,   -4.980262
  59.423899,    3.267589
  60.423899,   -3.935752
  61.423899,    7.483387
  62.423899,   -2.019171
  63.423899,   -5.391365
  64.423899,    0.700694
  65.423899,   -4.553640
  66.423899,    4.691839
  67.423899,   -3.540101
  68.423899,    8.832722
  69.423899,   -1.066196
  70.423899,   -5.176096
  71.423899,    1.849148
  72.423899,   -4.500253
  73.423899,    5.644369
  74.423899,   -2.684515
  75.423899,   10.494423
  76.423899,   -0.332458
  77.423899,   -4.941985
  78.423899,    2.894067
  79.423899,   -3.965466
  80.423899,    6.918581
  81.423899,   -2.173687
  82.423899,   11.693451
  83.423899,    0.164658
  84.423899,   -4.883676
  85.423899,    3.450765
  86.423899,   -3.494068
  87.423899,    7.822617
  88.423899,   -1.763496
  89.423899,   -5.105398
  90.423899,    0.807503
  91.423899,   -4.450421
  92.423899,    4.452306
  93.423899,   -3.174796
  94.423899,    8.657395
  95.423899,   -1.253613
  96.423899,   -4.906765
  97.423899,    1.492849
  98.423899,   -4.403310
  99.423899,    4.940943
 100.423899,   -4.223706
 101.423899,    8.099853
 102.423899,   -2.093409
 103.423899,   -6.081220
 104.423899,    0.892684
 105.423899,   -5.236285
 106.423899,    4.678974
 107.423899,   -3.795016
 108.423899,    9.005950
 109.423899,   -1.502802
 110.423899,   -5.790049
 111.423899,    1.610249
 112.423899,   -5.097055
 113.423899,    5.188120
 114.423899,   -3.378492
 115.423899,    9.711246
 116.423899,   -1.072094
 117.423899,   -5.681489
 118.423899,    1.971199
 119.423899,   -4.827304
 120.423899,    5.634909
 121.423899,   -3.263604
 122.423899,    9.950582
 123.423899,   -0.866159
 124.423899,    9.114835
 125.423899,   -9.626380
 125.894101,   -9.785698
