Speed (TAS), Climb Angle
  95.302292,   -0.879232
  96.091526,   -0.854230
  96.880760,   -0.829891
  97.669993,   -0.806793
  98.459227,   -0.785362
  99.248461,   -0.765660
 100.037695,   -0.746935
 100.826928,   -0.729250
 101.616162,   -0.712954
 102.405396,   -0.697350
 103.194630,   -0.683787
 103.983864,   -0.670958
 104.773097,   -0.659189
 105.562331,   -0.648435
 106.351565,   -0.638408
 107.140799,   -0.630066
 107.930032,   -0.622078
 108.719266,   -0.615915
 109.508500,   -0.609593
 110.297734,   -0.605100
 111.086967,   -0.600820
 111.876201,   -0.598122
 112.665435,   -0.595880
 113.454669,   -0.594583
 114.243902,   -0.594143
 115.033136,   -0.594126
 115.822370,   -0.595707
 116.611604,   -0.597214
 117.400837,   -0.600344
 118.190071,   -0.603791
 118.979305,   -0.607685
 119.768539,   -0.613140
 120.557772,   -0.618549
 121.347006,   -0.625028
 122.136240,   -0.632503
 122.925474,   -0.639946
 123.714707,   -0.648735
 124.503941,   -0.658170
 125.293175,   -0.667587
 126.082409,   -0.678389
 126.871643,   -0.689948
 127.660876,   -0.701502
 128.450110,   -0.713880
 129.239344,   -0.727393
 130.028578,   -0.740969
 130.817811,   -0.754651
 131.607045,   -0.770252
 132.396279,   -0.785883
 133.185513,   -0.801533
 133.974746,   -0.817827
 134.763980,   -0.835529
 135.553214,   -0.853261
 136.342448,   -0.871023
 137.131681,   -0.889566
 137.920915,   -0.909230
 138.710149,   -0.929004
 139.499383,   -0.948854
 140.288616,   -0.969093
 141.077850,   -0.990819
 141.867084,   -1.012597
 142.656318,   -1.034451
 143.445551,   -1.056409
 144.234785,   -1.079549
 145.024019,   -1.103363
 145.813253,   -1.127239
 146.602486,   -1.151176
 147.391720,   -1.175225
 148.180954,   -1.200565
 148.970188,   -1.226444
 149.759422,   -1.252393
 150.548655,   -1.278414
 151.337889,   -1.304521
 152.127123,   -1.331315
 152.916357,   -1.359227
 153.705590,   -1.387219
 154.494824,   -1.415291
 155.284058,   -1.443442
 156.073292,   -1.471673
 156.862525,   -1.500803
 157.651759,   -1.530798
 158.440993,   -1.560881
 159.230227,   -1.591052
 160.019460,   -1.621287
 160.808694,   -1.651609
 161.597928,   -1.682133
 162.387162,   -1.714181
 163.176395,   -1.746324
 163.965629,   -1.778532
 164.754863,   -1.810816
 165.544097,   -1.843195
 166.333330,   -1.875669
 167.122564,   -1.908239
 167.911798,   -1.942311
 168.701032,   -1.976500
 169.490265,   -2.010791
 170.279499,   -2.045186
 171.068733,   -2.079683
 171.857967,   -2.114284
 172.647201,   -2.148896
 173.436434,   -2.183617
