Mach, Rate of Climb
   0.271594,  949.325182
   0.274507,  965.416936
   0.277421,  980.896547
   0.280334,  996.148771
   0.283247, 1010.848041
   0.286160, 1024.998989
   0.289073, 1038.626644
   0.291987, 1051.733084
   0.294900, 1064.537768
   0.297813, 1076.873590
   0.300726, 1088.777354
   0.303639, 1099.946709
   0.306552, 1110.815703
   0.309466, 1121.629044
   0.312379, 1131.667630
   0.315292, 1141.284999
   0.318205, 1150.488201
   0.321118, 1159.244530
   0.324032, 1167.972765
   0.326945, 1175.826134
   0.329858, 1183.480462
   0.332771, 1190.384623
   0.335684, 1197.400749
   0.338598, 1203.750326
   0.341511, 1209.851705
   0.344424, 1215.176863
   0.347337, 1220.440420
   0.350250, 1225.081965
   0.353164, 1229.673386
   0.356077, 1233.423516
   0.358990, 1236.901933
   0.361903, 1240.055348
   0.364816, 1242.709933
   0.367729, 1245.275681
   0.370643, 1246.951935
   0.373556, 1248.327113
   0.376469, 1249.680271
   0.379382, 1250.097207
   0.382295, 1250.385515
   0.385209, 1250.402392
   0.388122, 1249.435676
   0.391035, 1248.476478
   0.393948, 1247.385135
   0.396861, 1245.164520
   0.399775, 1242.774849
   0.402688, 1240.226545
   0.405601, 1236.984696
   0.408514, 1233.209227
   0.411427, 1229.244895
   0.414341, 1225.073499
   0.417254, 1219.770267
   0.420167, 1214.331342
   0.423080, 1208.683300
   0.425993, 1202.739740
   0.428906, 1195.676372
   0.431820, 1188.434188
   0.434733, 1181.003543
   0.437646, 1173.342795
   0.440559, 1164.646452
   0.443472, 1155.514028
   0.446386, 1146.191318
   0.449299, 1136.633715
   0.452212, 1126.689971
   0.455125, 1115.632348
   0.458038, 1104.304456
   0.460952, 1092.762254
   0.463865, 1080.947496
   0.466778, 1068.859468
   0.469691, 1055.507000
   0.472604, 1041.869175
   0.475517, 1027.967887
   0.478431, 1013.772207
   0.481344,  999.281308
   0.484257,  984.188326
   0.487170,  968.116591
   0.490083,  951.740190
   0.492997,  935.047468
   0.495910,  918.037489
   0.498823,  900.709317
   0.501736,  883.062440
   0.504649,  864.131681
   0.507563,  844.834344
   0.510476,  825.197739
   0.513389,  805.220830
   0.516302,  784.881724
   0.519215,  764.199411
   0.522129,  743.173447
   0.525042,  720.964773
   0.527955,  698.232618
   0.530868,  675.101453
   0.533781,  651.605278
   0.536694,  627.742968
   0.539608,  603.513394
   0.542521,  578.884666
   0.545434,  553.847515
   0.548347,  527.691046
   0.551260,  500.905923
   0.554174,  473.731260
   0.557087,  446.101207
   0.560000,  418.048120
