Ground Roll Distance, Horizontal Forces
   0.000000, 2267.138463
   0.000000, 2258.193111
   0.000000, 2197.535981
   0.000000, 2185.604921
   0.000000, 2173.739629
   0.000000, 2161.939675
   0.000000, 2150.204630
   0.000000, 2147.865373
   0.000000, 2147.854316
   0.000000, 2147.848356
   0.000000, 2147.846992
   0.000000, 2147.846247
   0.000000, 2147.845740
   0.000000, 2147.844253
   0.000000, 2147.829382
   0.000000, 2147.680666
   0.000000, 2146.192854
   0.000000, 2131.248693
   0.000000, 1975.185481
   0.000000, 1800.497337
   0.000000, 1621.223898
   0.000000, 1440.466092
   0.000000, 1260.848320
   0.000000, 1084.938132
   0.000000,  915.200296
   0.000000,  859.399369
   0.000000,  820.009766
   0.000000,  777.058259
   0.000000,  769.402134
   0.000000,  761.002990
   0.000000,  677.793401
   0.000000,  620.954816
   0.000000,  584.437609
   0.000000,  568.737192
   0.000000,  546.947102
   0.000000,  412.951870
   0.000000,  383.289070
   0.000000,  353.893883
   0.000000,  345.304330
   0.000000,  340.478686
   0.000000,  336.084160
   0.000000,  293.263644
   0.000000,  182.868805
   0.000000,   92.994621
   0.000000,   86.090550
   0.000000,   72.818918
   0.000000,   61.527211
   0.000000,   11.830007
   0.000000,    5.345536
   0.000000,    2.751633
   0.000000,    1.146997
   0.000000,    0.273242
   0.000000,    0.000150
   0.000000,    0.000011
