CLe, Static Stability Margin
  -0.803648,    0.326390
  -0.697968,    0.316482
  -0.592448,    0.296836
  -0.487087,    0.277486
  -0.381886,    0.258852
  -0.276834,    0.240797
  -0.171934,    0.225964
  -0.067196,    0.214948
   0.037745,    0.196345
   0.142232,    0.177824
   0.246559,    0.168265
   0.350738,    0.159206
   0.454759,    0.150106
   0.558617,    0.141393
   0.662311,    0.133117
   0.765841,    0.125755
   0.869222,    0.119184
   0.972449,    0.112884
   1.075518,    0.106790
   1.178425,    0.101099
   1.281171,    0.095899
   1.383611,    0.084904
   1.480041,    0.052635
   1.560081,   -0.040779
   1.617765,   -0.259890
   1.652122,   -1.341402
   1.667135,   -5.979413
   1.671717,   -8.611531
   1.679021,   -4.893344
   1.707227,   -1.544813
   1.780556,   -0.840575
