CLe, Static Stability Margin
  -0.823721,    0.460847
  -0.725253,    0.452393
  -0.626914,    0.435859
  -0.528696,    0.419441
  -0.430612,    0.402681
  -0.332672,    0.386194
  -0.234867,    0.370595
  -0.137184,    0.357881
  -0.039639,    0.350523
   0.058148,    0.334555
   0.155478,    0.316668
   0.252683,    0.308315
   0.349750,    0.299741
   0.446670,    0.291386
   0.543451,    0.283962
   0.640107,    0.276972
   0.736622,    0.269892
   0.832992,    0.263240
   0.929223,    0.257441
   1.025328,    0.252036
   1.121293,    0.246576
   1.217113,    0.241621
   1.312799,    0.237367
   1.408288,    0.229892
   1.499562,    0.204074
   1.578264,    0.142321
   1.638946,    0.011412
   1.679656,   -0.393264
   1.701899,   -2.287221
   1.710637,   -7.634216
   1.714209,   -8.312867
   1.723577,   -3.472781
   1.753945,   -1.179081
   1.824403,   -0.635883
