CLe, Static Stability Margin
  -0.822879,    0.454650
  -0.714670,    0.445195
  -0.606623,    0.426424
  -0.498740,    0.407890
  -0.391022,    0.389990
  -0.283457,    0.372607
  -0.176050,    0.358284
  -0.068810,    0.347577
   0.038634,    0.329621
   0.145611,    0.311737
   0.252422,    0.302387
   0.359077,    0.293509
   0.465567,    0.284586
   0.571887,    0.276030
   0.678035,    0.267889
   0.784010,    0.260631
   0.889828,    0.254144
   0.995485,    0.247924
   1.100976,    0.241903
   1.206295,    0.236276
   1.311445,    0.231143
   1.416277,    0.220706
   1.514955,    0.190739
   1.596864,    0.104113
   1.655906,   -0.097981
   1.691096,   -1.104482
   1.706517,   -5.357919
   1.711291,   -7.828842
   1.718811,   -4.463201
   1.747608,   -1.341963
   1.822497,   -0.672855
