Mach, Climb Angle
   0.274923,    1.642485
   0.280024,    1.458788
   0.285126,    1.272880
   0.290228,    1.274912
   0.295330,    1.320880
   0.300432,    1.365322
   0.305533,    1.406117
   0.310635,    1.444759
   0.315737,    1.474592
   0.320839,    1.505281
   0.325941,    1.525191
   0.331042,    1.545761
   0.336144,    1.561108
   0.341246,    1.567864
   0.346348,    1.575106
   0.351449,    1.577221
   0.356551,    1.571443
   0.361653,    1.566258
   0.366755,    1.561761
   0.371857,    1.546268
   0.376958,    1.530654
   0.382060,    1.515588
   0.387162,    1.501095
   0.392264,    1.476261
   0.397366,    1.450441
   0.402467,    1.424931
   0.407569,    1.399676
   0.412671,    1.373966
   0.417773,    1.337286
   0.422875,    1.300037
   0.427976,    1.262306
   0.433078,    1.223589
   0.438180,    1.184137
   0.443282,    1.142403
   0.448384,    1.090284
   0.453485,    1.037175
   0.458587,    0.983357
   0.463689,    0.929964
   0.468791,    0.876584
   0.473892,    0.826307
   0.478994,    0.777176
   0.484096,    0.727444
   0.489198,    0.675324
   0.494300,    0.626465
   0.499401,    0.578429
   0.504503,    0.531487
   0.509605,    0.484548
   0.514707,    0.437379
   0.519809,    0.389796
   0.524910,    0.341502
   0.530012,    0.292671
   0.535114,    0.237545
   0.540216,    0.178625
   0.545318,    0.118998
   0.550419,    0.058780
   0.555521,   -0.002050
   0.560623,   -0.063455
   0.565725,   -0.125426
   0.570827,   -0.187964
   0.575928,   -0.251058
   0.581030,   -0.314718
   0.586132,   -0.378936
   0.591234,   -0.443722
   0.596335,   -0.509072
   0.601437,   -0.574990
   0.606539,   -0.646037
   0.611641,   -0.720826
   0.616743,   -0.796251
   0.621844,   -0.872309
   0.626946,   -0.949002
   0.632048,   -1.026331
   0.637150,   -1.104294
   0.642252,   -1.182892
   0.647353,   -1.262125
   0.652455,   -1.341995
   0.657557,   -1.422500
   0.662659,   -1.503641
   0.667761,   -1.585418
   0.672862,   -1.667832
   0.677964,   -1.750883
   0.683066,   -1.834571
   0.688168,   -1.918896
   0.693270,   -2.003858
   0.698371,   -2.089459
   0.703473,   -2.175697
   0.708575,   -2.262574
   0.713677,   -2.350090
   0.718778,   -2.441913
   0.723880,   -2.537197
   0.728982,   -2.633169
   0.734084,   -2.729828
   0.739186,   -2.827174
   0.744287,   -2.925210
   0.749389,   -3.023934
   0.754491,   -3.123347
   0.759593,   -3.223450
   0.764695,   -3.324243
   0.769796,   -3.425728
   0.774898,   -3.527903
   0.780000,   -3.630775
