V (EAS), 
  96.679974,    0.000000
  96.679974,    1.000000
 101.129547,    1.094165
 105.579120,    1.192567
 110.028693,    1.295206
 114.478266,    1.402081
 118.927839,    1.513192
 123.377412,    1.628539
 127.826985,    1.748123
 132.276558,    1.871943
 136.726131,    2.000000
 169.617569,    2.000000
 169.617569,    0.000000
