Ground distance, Altitude
   0.000000,    0.000000
   1.888207,    0.000000
   7.515043,    0.000000
  16.823440,    0.000000
  29.755848,    0.000000
  46.254292,    0.000000
  66.260421,    0.000000
  89.715560,    0.000000
 116.560764,    0.000000
 146.736874,    0.000000
 180.184565,    0.000000
 216.844408,    0.000000
 256.656958,    0.000000
 299.562843,    0.000000
 345.502892,    0.000000
 394.418214,    0.000000
 446.250302,    0.000000
 500.941031,    0.000000
 556.079956,    0.000000
 616.213220,    0.000000
 655.025820,    0.000000
 693.878315,    0.137362
 726.593608,    0.689272
 793.579443,    3.491151
 861.925148,    8.662427
 882.696589,   10.668000
 952.123568,   18.691871
1022.084086,   28.555297
1092.405670,   39.855782
1162.982808,   52.137964
1230.337953,   64.295257
1301.348304,   77.187914
1372.585930,   90.165460
1444.038270,  103.274554
1515.687039,  116.557887
1587.508987,  130.052679
1659.476815,  143.789399
1731.560201,  157.790754
1735.058764,  158.476859
1807.227413,  172.770497
1879.437336,  187.345795
1882.668506,  188.004419
1954.885567,  202.822575
2027.102302,  217.716017
2099.318880,  232.614940
2171.535327,  247.499725
2243.751918,  262.364080
2315.968655,  277.207262
2388.185521,  292.029231
2460.402499,  306.830012
2532.619590,  321.609587
2604.836819,  336.368030
2677.054195,  351.105502
2749.271712,  365.822132
2821.489398,  380.517810
2893.707251,  395.192688
2965.925261,  409.846890
3038.143412,  424.480482
3110.361690,  439.093511
3182.580103,  453.685868
3254.798662,  468.257553
3327.017363,  482.808680
3399.236211,  497.339233
3471.455222,  511.849180
3543.674401,  526.338611
3615.893729,  540.807700
3688.113207,  555.256385
3760.332861,  569.684544
3832.552700,  584.092284
3904.772690,  598.479907
3976.992848,  612.847147
4049.213155,  627.194183
4121.433624,  641.520629
4193.654265,  655.826500
4265.875062,  670.111940
4338.096039,  684.376747
4410.317175,  698.621238
4482.538480,  712.845228
4554.759977,  727.048714
4626.981642,  741.231962
4699.203493,  755.394777
4771.425504,  769.537471
4843.647668,  783.659934
4915.869982,  797.762226
4988.092441,  811.844347
5060.315055,  825.906255
5132.537837,  839.947946
5204.760787,  853.969524
5276.983894,  867.971103
5349.207165,  881.952598
5421.430632,  895.913899
5493.654278,  909.855326
5565.878048,  923.775541
5638.101867,  937.660273
5710.325940,  951.498067
5782.550180,  965.286782
5854.774627,  979.025459
5926.999265,  992.714277
5999.224091, 1006.353220
6071.449098, 1019.942520
6143.674325, 1033.482073
6215.899756, 1046.972338
6288.125407, 1060.413414
6360.351218, 1073.805764
6432.577137, 1087.149115
6504.803192, 1100.442963
6577.029361, 1113.687490
6649.255666, 1126.882692
6721.482107, 1140.028815
6793.708685, 1153.126013
6865.935423, 1166.174408
6938.162304, 1179.174342
7010.389318, 1192.125994
7082.616467, 1205.029503
7154.843771, 1217.884927
7227.071217, 1230.692554
7299.298772, 1243.452161
7371.526468, 1256.163409
7443.754325, 1268.826443
7515.982331, 1281.441543
7588.210490, 1294.008835
7660.438780, 1306.528669
7732.667217, 1319.001008
7804.895784, 1331.426210
7877.124511, 1343.804216
7949.353389, 1356.135382
8000.000000, 1364.754041
