Speed (CAS), Rate of Climb
  71.256192,    2.459896
  71.793604,    2.545898
  72.331016,    2.637388
  72.868428,    2.695208
  73.405841,    2.742757
  73.943253,    2.791233
  74.480665,    2.830189
  75.018077,    2.860137
  75.555490,    2.890607
  76.092902,    2.921608
  76.630314,    2.946189
  77.167726,    2.964911
  77.705139,    2.983909
  78.242551,    3.003190
  78.779963,    3.024006
  79.317375,    3.041799
  79.854788,    3.057913
  80.392200,    3.074206
  80.929612,    3.090682
  81.467025,    3.107347
  82.004437,    3.119857
  82.541849,    3.127598
  83.079261,    3.135359
  83.616674,    3.143145
  84.154086,    3.150959
  84.691498,    3.158805
  85.228910,    3.162407
  85.766323,    3.162710
  86.303735,    3.168198
  86.841147,    3.174428
  87.378559,    3.180637
  87.915972,    3.186830
  88.453384,    3.193008
  88.990796,    3.191773
  89.528208,    3.190234
  90.065621,    3.188551
  90.603033,    3.186725
  91.140445,    3.184758
  91.677857,    3.182653
  92.215270,    3.180411
  92.752682,    3.174463
  93.290094,    3.167435
  93.827506,    3.162361
  94.364919,    3.157088
  94.902331,    3.151616
  95.439743,    3.145948
  95.977155,    3.140084
  96.514568,    3.134025
  97.051980,    3.127773
  97.589392,    3.112249
  98.126804,    3.095362
  98.664217,    3.078118
  99.201629,    3.060516
  99.739041,    3.042557
 100.276453,    3.025098
 100.813866,    3.009831
 101.351278,    2.994244
 101.888690,    2.978336
 102.426102,    2.962109
 102.963515,    2.934579
 103.500927,    2.905112
 104.038339,    2.875130
 104.575752,    2.844632
 105.113164,    2.813617
 105.650576,    2.782085
 106.187988,    2.750034
 106.725401,    2.717464
 107.262813,    2.684374
 107.800225,    2.652359
 108.337637,    2.619934
 108.875050,    2.586922
 109.412462,    2.542611
 109.949874,    2.497632
 110.487286,    2.451984
 111.024699,    2.405666
 111.562111,    2.358675
 112.099523,    2.311011
 112.636935,    2.262671
 113.174348,    2.213654
 113.711760,    2.163959
 114.249172,    2.113583
 114.786584,    2.061166
 115.323997,    2.007262
 115.861409,    1.952654
 116.398821,    1.897339
 116.936233,    1.833236
 117.473646,    1.763210
 118.011058,    1.692292
 118.548470,    1.620477
 119.085882,    1.547764
 119.623295,    1.474151
 120.160707,    1.399634
 120.698119,    1.324212
 121.235531,    1.247882
 121.772944,    1.170136
 122.310356,    1.090413
 122.847768,    1.009762
 123.385180,    0.928180
 123.922593,    0.845663
 124.460005,    0.762211
