alpha body, Efficiency
 -10.000000,   -2.201796
  -9.090909,   -1.741360
  -8.181818,   -1.276676
  -7.272727,   -0.807731
  -6.363636,   -0.334676
  -5.454545,    0.142110
  -4.545455,    0.622029
  -3.636364,    1.104229
  -2.727273,    1.587762
  -1.818182,    2.077652
  -0.909091,    2.553498
  -0.000000,    3.026026
   0.909091,    3.493730
   1.818182,    3.954527
   2.727273,    4.406750
   3.636364,    4.846935
   4.545455,    5.268266
   5.454545,    5.654503
