alpha body, Efficiency
 -10.000000,   -2.156928
  -9.090909,   -1.705543
  -8.181818,   -1.250036
  -7.272727,   -0.790386
  -6.363636,   -0.326735
  -5.454545,    0.140552
  -4.545455,    0.610894
  -3.636364,    1.083466
  -2.727273,    1.557260
  -1.818182,    2.037235
  -0.909091,    2.503337
  -0.000000,    2.965942
   0.909091,    3.423577
   1.818182,    3.874251
   2.727273,    4.314867
   3.636364,    4.729402
   4.545455,    5.133811
