Ground Distance, Acceleration
   0.000000,    2.615020
   0.000001,    2.615009
   0.000008,    2.614972
   0.000066,    2.614876
   0.000697,    2.614549
   0.002911,    2.614056
   0.009067,    2.613317
   0.019327,    2.612533
   0.033541,    2.611743
   0.051495,    2.610960
   0.073490,    2.610169
   0.099445,    2.609377
   0.129329,    2.608584
   0.163381,    2.607786
   0.202162,    2.606972
   0.244622,    2.606167
   0.291867,    2.605349
   0.343936,    2.604522
   0.400832,    2.603686
   0.461923,    2.602853
   0.527728,    2.602015
   0.598687,    2.601167
   0.676487,    2.600294
   0.757862,    2.599433
   0.846283,    2.598549
   0.940493,    2.597656
   1.039126,    2.596767
   1.142837,    2.595877
   1.255001,    2.594960
   1.372124,    2.594044
   1.497249,    2.593108
   1.627062,    2.592177
   1.766756,    2.591216
   1.910161,    2.590268
   2.063178,    2.589295
   2.223232,    2.588315
   2.256382,    2.588116
   2.271916,    2.588024
   2.280110,    2.587975
   2.286233,    2.587939
   2.291050,    2.587910
   2.294754,    2.587888
   2.297969,    2.587869
   2.300913,    2.587852
   2.303169,    2.587839
   2.305089,    2.587827
   2.305659,    2.587824
   2.305866,    2.587823
   2.306088,    2.587821
   2.307667,    2.587812
   2.314751,    2.587770
   2.338643,    2.587630
   2.399121,    2.587278
   2.526775,    2.586549
   2.709181,    2.585539
   2.900738,    2.584515
   3.098597,    2.583491
   3.307353,    2.582446
   3.529839,    2.581367
   3.754128,    2.580314
   3.992049,    2.579231
   4.233206,    2.578165
   4.493043,    2.577050
   4.758061,    2.575946
   5.028764,    2.574849
   5.312928,    2.573729
   5.606929,    2.572601
   5.912243,    2.571460
   6.229773,    2.570305
   6.562100,    2.569127
   6.898779,    2.567963
   7.247238,    2.566788
   7.608204,    2.565601
   7.984459,    2.564392
   8.373045,    2.563174
   8.777761,    2.561935
   9.185781,    2.560714
   9.269861,    2.560465
   9.278378,    2.560440
   9.285439,    2.560419
   9.286755,    2.560416
   9.287848,    2.560412
   9.288434,    2.560411
   9.288683,    2.560410
   9.288995,    2.560409
   9.291817,    2.560401
   9.305707,    2.560360
   9.376214,    2.560154
   9.558279,    2.559625
   9.998994,    2.558365
  10.452750,    2.557096
  10.915899,    2.555829
  11.393850,    2.554549
  11.882854,    2.553268
  12.387780,    2.551971
  12.909320,    2.550660
  13.438188,    2.549357
  13.994316,    2.548014
  14.562903,    2.546668
  15.137398,    2.545334
  15.741115,    2.543960
  16.352011,    2.542596
  16.981346,    2.541216
  17.627178,    2.539827
  18.286788,    2.538435
  18.963251,    2.537032
  19.652627,    2.535628
  20.369833,    2.534194
  20.514699,    2.533907
  20.909774,    2.533130
  20.939162,    2.533073
  20.965204,    2.533022
  20.983380,    2.532986
  20.998034,    2.532958
  21.010235,    2.532934
  21.020693,    2.532913
  21.041618,    2.532873
  21.044844,    2.532866
  21.048624,    2.532859
  21.049392,    2.532857
  21.052756,    2.532851
  21.055843,    2.532845
  21.073494,    2.532811
  21.146048,    2.532670
  21.363202,    2.532250
  22.059794,    2.530916
  22.836390,    2.529454
  23.628850,    2.527988
  24.428043,    2.526534
  25.256145,    2.525052
  26.095078,    2.523575
  26.944623,    2.522103
  27.825394,    2.520601
  28.722621,    2.519096
  29.648835,    2.517566
  30.591588,    2.516033
  31.547884,    2.514502
  32.528101,    2.512957
  33.525195,    2.511408
  34.545686,    2.509847
  35.592572,    2.508270
  36.665732,    2.506676
  36.882541,    2.506357
  37.527234,    2.505414
  37.571119,    2.505350
  37.609495,    2.505294
  37.637987,    2.505252
  37.666713,    2.505211
  37.689539,    2.505177
  37.692271,    2.505173
  37.694333,    2.505170
  37.696254,    2.505168
  37.712360,    2.505144
  37.787125,    2.505036
  38.068061,    2.504630
  39.094104,    2.503159
  40.220659,    2.501566
  41.372468,    2.499960
  42.557118,    2.498331
  43.766788,    2.496691
  44.985786,    2.495061
  46.231244,    2.493419
  47.503634,    2.491763
  48.810531,    2.490086
  50.132741,    2.488411
  51.473936,    2.486735
  52.845709,    2.485043
  54.253007,    2.483330
  55.680629,    2.481614
  57.130543,    2.479894
  58.608366,    2.478163
  58.908677,    2.477814
  59.060928,    2.477637
  59.160925,    2.477521
  59.249937,    2.477418
  59.319148,    2.477338
  59.325788,    2.477331
  59.329427,    2.477326
  59.330620,    2.477325
  59.331962,    2.477323
  59.343973,    2.477310
  59.399847,    2.477245
  59.682440,    2.476919
  60.507288,    2.475972
  62.087982,    2.474175
  63.644114,    2.472429
  65.235076,    2.470664
  66.839958,    2.468907
  68.476739,    2.467135
  70.144432,    2.465352
  71.846719,    2.463554
  73.577134,    2.461747
  75.326027,    2.459943
  77.124436,    2.458109
  78.929104,    2.456290
  80.778126,    2.454448
  82.643628,    2.452611
  84.543305,    2.450761
  84.926374,    2.450390
  85.954709,    2.449400
  86.029913,    2.449328
  86.052158,    2.449306
  86.066911,    2.449292
  86.073703,    2.449286
  86.085120,    2.449275
  86.095490,    2.449265
  86.153632,    2.449209
  86.365257,    2.449006
  87.093010,    2.448310
  89.055571,    2.446448
  91.051598,    2.444574
  93.072488,    2.442699
  95.143242,    2.440798
  97.235510,    2.438897
  99.363145,    2.436986
 101.515948,    2.435073
 103.696355,    2.433156
 105.909071,    2.431230
 108.159361,    2.429293
 110.426250,    2.427362
 112.742731,    2.425408
 115.090629,    2.423449
 117.463643,    2.421489
 117.946146,    2.421092
 118.013451,    2.421037
 118.032095,    2.421022
 118.044330,    2.421012
 118.048791,    2.421008
 118.052873,    2.421005
 118.082977,    2.420980
 118.211218,    2.420875
 118.678842,    2.420493
 120.311351,    2.419163
 122.752512,    2.417191
 125.233309,    2.415208
 127.753607,    2.413213
 130.302894,    2.411214
 132.900410,    2.409198
 135.521039,    2.407184
 138.186191,    2.405156
 140.894520,    2.403114
 143.620460,    2.401079
 146.386028,    2.399035
 149.184474,    2.396985
 152.008796,    2.394936
 154.867303,    2.392881
 154.983297,    2.392798
 155.076411,    2.392732
 155.170098,    2.392665
 155.262165,    2.392599
 155.330350,    2.392550
 155.347827,    2.392538
 155.360234,    2.392529
 155.368195,    2.392523
 155.370751,    2.392521
 155.373551,    2.392519
 155.399062,    2.392501
 155.527271,    2.392410
 156.025379,    2.392055
 157.462971,    2.391034
 160.277297,    2.389049
 163.252183,    2.386969
 166.267070,    2.384881
 169.332172,    2.382778
 172.429996,    2.380671
 175.570835,    2.378554
 178.739278,    2.376438
 181.931509,    2.374324
 185.179740,    2.372193
 188.459309,    2.370060
 191.775400,    2.367922
 195.130192,    2.365778
 195.807278,    2.365348
 197.888843,    2.364029
 198.026810,    2.363942
 198.132473,    2.363875
 198.150390,    2.363864
 198.172427,    2.363850
 198.177079,    2.363847
 198.179373,    2.363846
 198.181769,    2.363844
 198.205733,    2.363829
 198.371453,    2.363725
 198.996384,    2.363333
 200.919980,    2.362129
 204.378454,    2.359979
 207.897490,    2.357811
 211.446577,    2.355642
 215.044665,    2.353462
 218.679577,    2.351279
 222.349786,    2.349092
 226.090344,    2.346882
 229.876309,    2.344664
 233.706894,    2.342438
 237.572770,    2.340211
 241.482791,    2.337976
 245.419223,    2.335745
 246.211491,    2.335298
 246.304014,    2.335246
 246.389511,    2.335197
 246.456749,    2.335159
 246.544187,    2.335110
 246.563730,    2.335099
 246.591369,    2.335084
 246.600599,    2.335078
 246.605805,    2.335076
 246.608560,    2.335074
 246.625967,    2.335064
 246.641774,    2.335055
 246.734819,    2.335004
 247.173052,    2.334759
 248.566099,    2.333984
 252.375840,    2.331874
 256.461346,    2.329630
 260.566559,    2.327392
 264.725408,    2.325144
 268.931366,    2.322888
 273.204073,    2.320614
 277.520660,    2.318335
 281.868597,    2.316057
 286.268316,    2.313770
 290.696303,    2.311486
 295.156526,    2.309203
 299.686816,    2.306902
 300.596505,    2.306442
 300.736256,    2.306372
 300.778758,    2.306350
 300.794376,    2.306342
 300.798800,    2.306340
 300.823409,    2.306328
 300.845894,    2.306317
 300.986872,    2.306246
 301.951969,    2.305765
 304.989993,    2.304257
 309.680077,    2.301943
 314.405822,    2.299629
 319.145292,    2.297326
 323.926197,    2.295020
 328.764149,    2.292704
 333.643082,    2.290386
 338.590706,    2.288052
 343.599593,    2.285707
 348.633288,    2.283367
 353.714281,    2.281023
 358.859281,    2.278666
 359.898860,    2.278192
 360.518404,    2.277910
 360.608389,    2.277869
 360.706420,    2.277824
 360.807984,    2.277778
 360.834492,    2.277766
 360.873887,    2.277748
 360.883277,    2.277744
 360.891434,    2.277740
 360.893613,    2.277739
 360.895610,    2.277738
 360.915581,    2.277729
 361.050864,    2.277669
 361.703414,    2.277377
 364.053521,    2.276327
 369.344974,    2.273977
 374.692663,    2.271618
 380.058661,    2.269268
 385.523491,    2.266892
 391.017415,    2.264521
 396.563495,    2.262143
 402.166525,    2.259759
 407.844327,    2.257359
 413.552360,    2.254964
 419.309148,    2.252564
 425.127108,    2.250157
 426.296806,    2.249674
 427.013713,    2.249379
 427.023073,    2.249375
 427.029964,    2.249373
 427.032093,    2.249372
 427.034433,    2.249371
 427.057841,    2.249361
 427.251800,    2.249283
 428.156537,    2.248916
