Speed(CAS), Altitude
 120.935252,    0.000000
 120.935254,  328.083990
 120.935254,  656.167979
 120.935254,  984.251969
 120.935254, 1312.335958
 120.935254, 1640.419948
 120.935254, 1968.503937
 120.935254, 2296.587927
 120.935254, 2624.671916
 120.935254, 2952.755906
 120.935254, 3280.839895
 120.935254, 3608.923885
 120.935254, 3937.007874
 120.935254, 4265.091864
 120.935254, 4593.175853
 120.935254, 4921.259843
 120.935254, 5249.343832
 120.935254, 5577.427822
 120.935254, 5905.511811
 120.935254, 6233.595801
 120.935254, 6561.679790
 120.935254, 6889.763780
 120.935254, 7217.847769
 120.935254, 7545.931759
 120.935254, 7874.015748
 120.935254, 8202.099738
 120.935254, 8530.183727
 120.935254, 8858.267717
 120.935254, 9186.351706
 120.935254, 9514.435696
 120.935254, 9842.519685
 120.935254, 10170.603675
 120.935254, 10498.687664
 120.935254, 10826.771654
 120.935254, 11154.855643
 120.935254, 11482.939633
 120.935254, 11811.023622
 120.935254, 12139.107612
 120.935254, 12467.191601
 120.935254, 12795.275591
 120.935254, 13123.359580
 120.935254, 13451.443570
 120.935254, 13779.527559
 120.935254, 14107.611549
 120.935254, 14435.695538
 120.935254, 14763.779528
 120.935254, 15091.863517
 120.935254, 15419.947507
 120.935254, 15748.031496
 120.935254, 16076.115486
 120.935254, 16404.199475
 120.935254, 16732.283465
 120.935254, 17060.367454
 120.935254, 17388.451444
 120.935254, 17716.535433
 120.935254, 18044.619423
 120.935254, 18372.703412
 120.935254, 18700.787402
 120.935254, 19028.871391
 120.935254, 19356.955381
 120.935254, 19685.039370
 120.935254, 20013.123360
 120.935254, 20341.207349
 120.935254, 20669.291339
 120.935254, 20997.375328
 120.935254, 21325.459318
 120.935254, 21653.543307
 120.935254, 21981.627297
 120.935254, 22309.711286
 120.935254, 22637.795276
 120.935254, 22965.879265
 120.935254, 23293.963255
 120.935254, 23622.047244
 120.935254, 23950.131234
 120.935254, 24278.215223
 120.935254, 24606.299213
 120.935254, 24934.383202
 120.935254, 25262.467192
 120.935254, 25590.551181
 120.935254, 25918.635171
 120.935254, 26246.719160
 120.935254, 26574.803150
 120.935254, 26902.887139
 120.935254, 27230.971129
 120.935254, 27559.055118
 120.935254, 27887.139108
 120.935254, 28215.223097
 122.448376, 28543.307087
 124.427537, 28871.391076
 126.856611, 29199.475066
 172.665416, 29527.559055
 176.201255, 29199.475066
 179.306268, 28871.391076
 182.216671, 28543.307087
 184.924594, 28215.223097
 187.422094, 27887.139108
 189.961628, 27559.055118
 192.280203, 27230.971129
 194.635753, 26902.887139
 196.759632, 26574.803150
 198.643596, 26246.719160
 200.828417, 25918.635171
 202.768015, 25590.551181
 204.453991, 25262.467192
 206.444158, 24934.383202
 208.175244, 24606.299213
 209.927636, 24278.215223
 211.701457, 23950.131234
 213.496830, 23622.047244
 215.313878, 23293.963255
 216.852046, 22965.879265
 218.406201, 22637.795276
 220.283057, 22309.711286
 221.872435, 21981.627297
 223.478070, 21653.543307
 224.784395, 21325.459318
 226.419766, 20997.375328
 228.071638, 20669.291339
 229.415306, 20341.207349
 231.097365, 20013.123360
 232.465222, 19685.039370
 233.843715, 19356.955381
 234.895729, 19028.871391
 236.292509, 18700.787402
 237.700053, 18372.703412
 239.118409, 18044.619423
 240.197880, 17716.535433
 241.634824, 17388.451444
 243.082709, 17060.367454
 244.182262, 16732.283465
 245.648955, 16404.199475
 246.760947, 16076.115486
 247.877568, 15748.031496
 249.371102, 15419.947507
 250.500274, 15091.863517
 251.634111, 14763.779528
 252.772621, 14435.695538
 253.915811, 14107.611549
 255.063689, 13779.527559
 256.216263, 13451.443570
 257.373540, 13123.359580
 258.535528, 12795.275591
 259.702235, 12467.191601
 260.873668, 12139.107612
 262.049836, 11811.023622
 263.230745, 11482.939633
 264.416404, 11154.855643
 265.606821, 10826.771654
 266.802002, 10498.687664
 267.575676, 10170.603675
 268.776918, 9842.519685
 269.982934, 9514.435696
 270.756935, 9186.351706
 271.968988, 8858.267717
 272.741946, 8530.183727
 273.960012, 8202.099738
 274.731845, 7874.015748
 275.955898, 7545.931759
 277.184735, 7217.847769
 277.956538, 6889.763780
 279.191337, 6561.679790
 279.961825, 6233.595801
 281.202560, 5905.511811
 281.971649, 5577.427822
 283.218292, 5249.343832
 283.985900, 4921.259843
 284.750878, 4593.175853
 285.513190, 4265.091864
 286.767823, 3937.007874
 287.528456, 3608.923885
 288.286332, 3280.839895
 289.041414, 2952.755906
 289.793667, 2624.671916
 290.543055, 2296.587927
 291.289542, 1968.503937
 292.554732, 1640.419948
 293.299170, 1312.335958
 294.040612,  984.251969
 294.779024,  656.167979
 295.514368,  328.083990
 296.787689,    0.000000
