Speed, Power
  82.892653, 7464508.211146
  84.722592, 7607854.959014
  86.552532, 7750092.570722
  88.382472, 7891221.046268
  90.212411, 8031240.385654
  92.042351, 8170150.588879
  93.872291, 8307951.655943
  95.702230, 8444643.586846
  97.532170, 8580226.381588
  99.362110, 8714700.040169
 101.192049, 8848064.562589
 103.021989, 8978506.890934
 104.851929, 9099849.099471
 106.681869, 9219735.100791
 108.511808, 9338164.894896
 110.341748, 9455138.481786
 112.171688, 9570655.861459
 114.001627, 9684717.033917
 115.831567, 9797321.999160
 117.661507, 9908470.757186
 119.491446, 10018163.307998
 121.321386, 10126399.651593
 123.151326, 10233179.787973
 124.981266, 10338503.717137
 126.811205, 10442371.439085
 128.641145, 10544782.953818
 130.471085, 10645738.261336
 132.301024, 10745237.361637
 134.130964, 10843280.254723
 135.960904, 10939866.940593
 137.790843, 11043299.976722
 139.620783, 11147394.877732
 141.450723, 11250307.354851
 143.280662, 11352037.408078
 145.110602, 11452585.037412
 146.940542, 11551950.242855
 148.770482, 11650133.024405
 150.600421, 11747133.382063
 152.430361, 11842951.315829
 154.260301, 11937586.825703
 156.090240, 12031039.911685
 157.920180, 12123310.573774
 159.750120, 12214398.811972
 161.580059, 12304304.626277
 163.409999, 12393028.016691
 165.239939, 12480568.983212
 167.069879, 12566927.525841
 168.899818, 12652103.644578
 170.729758, 12739079.178479
 172.559698, 12828718.588180
 174.389637, 12917321.240174
 176.219577, 13004887.134462
 178.049517, 13091416.271043
 179.879456, 13176908.649918
 181.709396, 13261364.271086
 183.539336, 13344783.134547
 185.369276, 13427165.240301
 187.199215, 13508510.588349
 189.029155, 13588819.178689
 190.859095, 13668091.011324
 192.689034, 13746326.086251
 194.518974, 13823524.403472
 196.348914, 13899685.962986
 198.178853, 13974810.764794
 200.008793, 14048898.808894
 201.838733, 14121950.095288
 203.668672, 14192857.640035
 205.498612, 14248057.032765
 207.328552, 14301936.337056
 209.158492, 14354495.552908
 210.988431, 14405734.680320
 212.818371, 14455653.719293
 214.648311, 14504252.669826
 216.478250, 14551531.531920
 218.308190, 14597490.305575
 220.138130, 14642128.990790
 221.968069, 14685447.587566
 223.798009, 14727446.095902
 225.627949, 14768124.515799
 227.457889, 14807482.847257
 229.287828, 14845521.090275
 231.117768, 14882239.244854
 232.947708, 14917637.310994
 234.777647, 14951715.288694
 236.607587, 14984473.177955
 238.437527, 15020396.961511
 240.267466, 15057024.579269
 242.097406, 15092431.492570
 243.927346, 15126617.701415
 245.757285, 15159583.205803
 247.587225, 15191328.005735
 249.417165, 15221852.101211
 251.247105, 15251139.267973
 253.077044, 15279175.016728
 254.906984, 15305989.379070
 256.736924, 15331582.354997
 258.566863, 15355953.944510
 260.396803, 15379104.147609
 262.226743, 15401032.964293
 264.056682, 15421740.394564
