Speed (CAS), Rate of Climb
  77.778175,    5.611160
  78.878061,    5.421130
  79.977946,    5.220658
  81.077831,    5.047692
  82.177717,    5.142388
  83.277602,    5.255147
  84.377487,    5.369103
  85.477372,    5.482329
  86.577258,    5.591550
  87.677143,    5.699938
  88.777028,    5.800614
  89.876913,    5.898904
  90.976799,    6.000283
  92.076684,    6.086297
  93.176569,    6.172049
  94.276454,    6.260530
  95.376340,    6.340511
  96.476225,    6.406598
  97.576110,    6.473655
  98.675995,    6.542912
  99.775881,    6.603199
 100.875766,    6.648791
 101.975651,    6.697016
 103.075537,    6.747779
 104.175422,    6.798566
 105.275307,    6.832703
 106.375192,    6.867590
 107.475078,    6.903449
 108.574963,    6.938847
 109.674848,    6.975047
 110.774733,    7.011492
 111.874619,    7.030882
 112.974504,    7.049318
 114.074389,    7.069016
 115.174274,    7.090481
 116.274160,    7.111089
 117.374045,    7.130842
 118.473930,    7.130728
 119.573815,    7.123982
 120.673701,    7.115708
 121.773586,    7.105663
 122.873471,    7.091289
 123.973357,    7.075317
 125.073242,    7.057743
 126.173127,    7.038169
 127.273012,    6.997589
 128.372898,    6.950292
 129.472783,    6.900742
 130.572668,    6.850538
 131.672553,    6.798771
 132.772439,    6.744760
 133.872324,    6.688543
 134.972209,    6.633092
 136.072094,    6.575417
 137.171980,    6.515506
 138.271865,    6.437099
 139.371750,    6.349283
 140.471635,    6.258645
 141.571521,    6.165170
 142.671406,    6.068110
 143.771291,    5.967757
 144.871176,    5.864506
 145.971062,    5.758341
 147.070947,    5.649544
 148.170832,    5.537824
 149.270718,    5.423150
 150.370603,    5.305716
 151.470488,    5.185879
 152.570373,    5.055183
 153.670259,    4.905989
 154.770144,    4.753240
 155.870029,    4.596926
 156.969914,    4.437057
 158.069800,    4.273614
 159.169685,    4.107137
 160.269570,    3.937127
 161.369455,    3.763497
 162.469341,    3.586540
 163.569226,    3.407170
 164.669111,    3.224148
 165.768996,    3.037452
 166.868882,    2.847874
 167.968767,    2.655368
 169.068652,    2.459155
 170.168538,    2.259218
 171.268423,    2.056643
 172.368308,    1.850557
 173.468193,    1.629701
 174.568079,    1.392863
 175.667964,    1.152526
 176.767849,    0.907937
 177.867734,    0.659078
 178.967620,    0.406193
 180.067505,    0.149327
 181.167390,   -0.111866
 182.267275,   -0.377408
 183.367161,   -0.646101
 184.467046,   -0.918896
 185.566931,   -1.196430
 186.666816,   -1.478873
