eta, Cl
   0.000000,    0.682150
   0.020408,    0.684723
   0.040816,    0.689671
   0.061224,    0.694422
   0.081633,    0.698967
   0.102041,    0.703300
   0.122449,    0.707414
   0.142857,    0.711304
   0.163265,    0.714965
   0.183673,    0.718391
   0.204082,    0.721578
   0.224490,    0.724518
   0.244898,    0.727206
   0.265306,    0.729634
   0.285714,    0.731795
   0.306122,    0.733679
   0.326531,    0.735276
   0.346939,    0.736575
   0.367347,    0.737562
   0.387755,    0.738222
   0.408163,    0.738538
   0.428571,    0.738492
   0.448980,    0.738063
   0.469388,    0.737224
   0.489796,    0.735950
   0.510204,    0.734205
   0.530612,    0.731950
   0.551020,    0.729152
   0.571429,    0.725764
   0.591837,    0.721732
   0.612245,    0.716998
   0.632653,    0.711492
   0.653061,    0.705133
   0.673469,    0.697829
   0.693878,    0.689472
   0.714286,    0.679935
   0.734694,    0.669066
   0.755102,    0.656687
   0.775510,    0.642579
   0.795918,    0.626479
   0.816327,    0.608057
   0.836735,    0.586898
   0.857143,    0.562465
   0.877551,    0.534042
   0.897959,    0.500633
   0.918367,    0.460772
   0.938776,    0.412115
   0.959184,    0.350357
   0.979592,    0.265323
   1.000000,    0.000000
