Ground Roll distance, Vertical Forces
 339.181251, 435954.068195
 347.213110, 434827.925210
 402.976686, 427050.595913
 414.069147, 425512.098143
 425.141609, 423979.196180
 436.194109, 422451.864516
 447.226684, 420930.077790
 449.430811, 420626.383616
 449.499734, 420616.888856
 449.535457, 420611.967716
 449.552641, 420609.600566
 449.559808, 420608.613240
 449.561724, 420608.349355
 449.562724, 420608.004344
 449.563637, 420607.672322
 449.572763, 420604.352073
 449.664024, 420571.147445
 450.576435, 420238.886604
 459.680612, 416894.824961
 513.839724, 395881.999901
 566.532050, 373471.198394
 617.618549, 349715.640990
 666.951855, 324706.810015
 714.376851, 298579.985438
 759.731504, 271519.159613
 802.848013, 243760.833770
 843.554278, 215596.130605
 881.675706, 187370.625202
 917.037352, 159481.319702
 949.466381, 132370.282945
 978.794807, 106514.657016
1004.862442, 82413.000338
1027.519989, 60568.279318
1046.632145, 41468.208136
1062.080622, 25564.022678
1073.766930, 13249.101881
1081.614816, 4839.056762
1085.411016,  730.011897
1086.082863,    0.000000
