Ground distance, Altitude
-8517.081215,  457.200000
-8511.404753,  456.902926
-8505.728276,  456.605855
-8500.051800,  456.308784
-8494.375151,  456.011852
-8488.698488,  455.714931
-8483.021824,  455.418010
-8477.345161,  455.121089
-8471.668497,  454.824168
-8465.991834,  454.527247
-8460.315170,  454.230327
-8454.638507,  453.933406
-8448.961843,  453.636485
-8443.285180,  453.339564
-8437.608274,  453.042848
-8431.931347,  452.746150
-8426.254420,  452.449452
-8420.577493,  452.152754
-8414.900566,  451.856055
-8409.223639,  451.559357
-8403.546712,  451.262659
-8397.869785,  450.965961
-8392.192858,  450.669263
-8386.515931,  450.372564
-8380.838769,  450.075958
-8375.161586,  449.779360
-8369.484404,  449.482761
-8363.807221,  449.186163
-8358.130039,  448.889565
-8352.452856,  448.592967
-8346.775674,  448.296368
-8341.098491,  447.999770
-8335.421309,  447.703172
-8329.744126,  447.406573
-8324.066714,  447.110037
-8318.389283,  446.813507
-8312.711852,  446.516976
-8307.034421,  446.220446
-8301.356989,  445.923915
-8295.679558,  445.627385
-8290.002127,  445.330854
-8284.324695,  445.034324
-8278.647264,  444.737793
-8272.969833,  444.441263
-8267.292135,  444.144598
-8261.614414,  443.847922
-8255.936693,  443.551246
-8250.258972,  443.254570
-8244.581252,  442.957895
-8238.903531,  442.661219
-8233.225810,  442.364543
-8227.548089,  442.067867
-8221.870368,  441.771191
-8216.192648,  441.474515
-8210.514664,  441.177881
-8204.836657,  440.881251
-8199.158650,  440.584621
-8193.480644,  440.287991
-8187.802637,  439.991361
-8182.124630,  439.694730
-8176.446624,  439.398100
-8170.768617,  439.101470
-8165.090610,  438.804840
-8159.412604,  438.508210
-8153.734358,  438.211693
-8148.056091,  437.915187
-8142.377825,  437.618681
-8136.699559,  437.322174
-8131.021292,  437.025668
-8125.343026,  436.729161
-8119.664760,  436.432655
-8113.986493,  436.136148
-8108.308227,  435.839642
-8102.629961,  435.543135
-8096.951465,  435.246713
-8091.272950,  434.950298
-8085.594435,  434.653883
-8079.915920,  434.357468
-8074.237405,  434.061053
-8068.558890,  433.764638
-8062.880375,  433.468223
-8057.201860,  433.171808
-8051.523345,  432.875393
-8045.844830,  432.578978
-8040.166052,  432.282450
-8034.487251,  431.985911
-8028.808450,  431.689373
-8023.129650,  431.392835
-8017.450849,  431.096297
-8011.772048,  430.799758
-8006.093248,  430.503220
-8000.414447,  430.206682
-7994.735646,  429.910143
-7989.056845,  429.613605
-7983.377788,  429.317127
-7977.698708,  429.020654
-7972.019629,  428.724181
-7966.340549,  428.427708
-7960.661470,  428.131234
-7954.982390,  427.834761
-7949.303311,  427.538288
-7943.624231,  427.241815
-7937.945152,  426.945342
-7932.266072,  426.648869
-7926.586763,  426.352525
-7920.907433,  426.056191
-7915.228104,  425.759858
-7909.548774,  425.463525
-7903.869445,  425.167191
-7898.190115,  424.870858
-7892.510786,  424.574525
-7886.831457,  424.278191
-7881.152127,  423.981858
-7875.472798,  423.685525
-7869.793250,  423.389287
-7864.113683,  423.093057
-7858.434117,  422.796827
-7852.754550,  422.500597
-7847.074984,  422.204367
-7841.395417,  421.908137
-7835.715851,  421.611907
-7830.036284,  421.315678
-7824.356718,  421.019448
-7818.677151,  420.723218
-7812.997333,  420.426879
-7807.317493,  420.130532
-7801.637653,  419.834184
-7795.957813,  419.537836
-7790.277973,  419.241489
-7784.598134,  418.945141
-7778.918294,  418.648793
-7773.238454,  418.352446
-7767.558614,  418.056098
-7761.878774,  417.759750
-7756.198689,  417.463464
-7750.518582,  417.167183
-7744.838476,  416.870902
-7739.158370,  416.574621
-7733.478264,  416.278340
-7727.798157,  415.982058
-7722.118051,  415.685777
-7716.437945,  415.389496
-7710.757838,  415.093215
-7705.077732,  414.796934
-7699.397406,  414.500778
-7693.717061,  414.204633
-7688.036717,  413.908488
-7682.356372,  413.612343
-7676.676027,  413.316198
-7670.995683,  413.020053
-7665.315338,  412.723908
-7659.634993,  412.427763
-7653.954648,  412.131618
-7648.274304,  411.835473
-7642.593750,  411.539416
-7636.913178,  411.243365
-7631.232606,  410.947315
-7625.552034,  410.651265
-7619.871462,  410.355215
-7614.190890,  410.059165
-7608.510318,  409.763114
-7602.829746,  409.467064
-7597.149174,  409.171014
-7591.468602,  408.874964
-7585.787785,  408.578794
-7580.106947,  408.282615
-7574.426110,  407.986435
-7568.745272,  407.690255
-7563.064434,  407.394075
-7557.383597,  407.097896
-7551.702759,  406.801716
-7546.021921,  406.505536
-7540.341084,  406.209356
-7534.660246,  405.913177
-7528.979167,  405.617044
-7523.298068,  405.320916
-7517.616969,  405.024788
-7511.935870,  404.728660
-7506.254771,  404.432531
-7500.573672,  404.136403
-7494.892572,  403.840275
-7489.211473,  403.544147
-7483.530374,  403.248019
-7477.849275,  402.951890
-7472.167958,  402.655872
-7466.486622,  402.359863
-7460.805286,  402.063854
-7455.123951,  401.767845
-7449.442615,  401.471836
-7443.761279,  401.175827
-7438.079944,  400.879818
-7432.398608,  400.583809
-7426.717272,  400.287800
-7421.035936,  399.991791
-7415.354390,  399.695853
-7409.672826,  399.399921
-7403.991262,  399.103989
-7398.309698,  398.808057
-7392.628133,  398.512125
-7386.946569,  398.216193
-7381.265005,  397.920261
-7375.583441,  397.624329
-7369.901877,  397.328397
-7364.220313,  397.032465
-7358.538500,  396.736398
-7352.856665,  396.440318
-7347.174831,  396.144239
-7341.492997,  395.848159
-7335.811163,  395.552080
-7330.129328,  395.256000
-7324.447494,  394.959921
-7318.765660,  394.663841
-7313.083826,  394.367762
-7307.401992,  394.071682
-7301.719910,  393.775635
-7296.037807,  393.479591
-7290.355704,  393.183546
-7284.673601,  392.887502
-7278.991498,  392.591458
-7273.309395,  392.295413
-7267.627292,  391.999369
-7261.945190,  391.703324
-7256.263087,  391.407280
-7250.580984,  391.111236
-7244.898654,  390.815288
-7239.216305,  390.519349
-7233.533956,  390.223409
-7227.851607,  389.927470
-7222.169259,  389.631531
-7216.486910,  389.335591
-7210.804561,  389.039652
-7205.122212,  388.743713
-7199.439863,  388.447774
-7193.757514,  388.151834
-7188.074944,  387.855955
-7182.392355,  387.560082
-7176.709767,  387.264208
-7171.027178,  386.968335
-7165.344589,  386.672461
-7159.662000,  386.376587
-7153.979412,  386.080714
-7148.296823,  385.784840
-7142.614234,  385.488966
-7136.931645,  385.193093
-7131.248796,  384.897076
-7125.565925,  384.601046
-7119.883053,  384.305017
-7114.200182,  384.008987
-7108.517310,  383.712958
