Ground distance, CD
   0.000000,    0.065135
   2.424499,    0.065135
   5.462439,    0.065135
  12.335103,    0.065135
  20.303261,    0.065135
  32.061821,    0.065135
  44.903214,    0.065135
  61.489474,    0.065135
  79.145559,    0.065135
 100.499837,    0.065135
 122.910607,    0.065135
 148.971565,    0.065135
 176.075300,    0.065135
 206.772706,    0.065135
 238.496744,    0.065135
 273.747500,    0.065135
 310.005761,    0.065135
 349.723209,    0.065135
 390.428869,    0.065135
 434.526052,    0.065135
 479.592116,    0.065135
 527.981991,    0.065135
 577.321403,    0.065135
 629.916947,    0.065135
 683.442695,    0.065135
 740.151275,    0.065135
 797.769120,    0.065135
 858.483816,    0.065135
 920.083213,    0.065135
 984.692662,    0.065135
1050.162017,    0.065135
1118.555985,    0.065135
1187.785451,    0.065135
1259.855508,    0.065135
1332.737058,    0.065135
1408.376635,    0.065135
1484.804119,    0.065135
1563.908567,    0.065135
1643.777764,    0.065135
1726.244472,    0.065135
1809.453231,    0.065135
1895.182241,    0.065135
1981.631231,    0.065135
2070.525058,    0.065135
2160.117321,    0.065135
2200.785492,    0.065135
2293.597362,    0.065862
2387.036603,    0.067787
2482.607633,    0.073782
2578.807551,    0.080146
2677.144412,    0.087759
2776.064787,    0.095407
2876.967921,    0.103171
2954.927915,    0.109170
3057.582229,    0.163358
3077.370249,    0.173803
3180.626527,    0.176920
3284.089679,    0.176920
3385.321238,    0.176920
3446.657518,    0.127099
3550.017261,    0.121577
3653.377238,    0.119079
3756.736929,    0.117827
3860.096069,    0.117343
3963.455067,    0.117203
4066.814110,    0.117162
4121.766692,    0.117140
4225.125586,    0.117237
4328.484506,    0.117312
4431.843642,    0.117368
4535.203003,    0.117415
4638.562496,    0.117459
4741.922637,    0.117441
4845.283035,    0.117400
4948.643801,    0.117452
5052.004713,    0.117540
5155.365593,    0.117591
5258.726466,    0.117635
5362.086909,    0.117676
5465.447335,    0.117718
5568.807502,    0.117799
5672.167659,    0.117882
5775.528320,    0.117925
5878.889000,    0.117966
5927.296316,    0.118050
6030.656933,    0.117991
6134.017676,    0.118018
6237.378501,    0.118100
6340.739298,    0.118159
6444.100076,    0.118201
6547.460758,    0.118269
6650.821376,    0.118355
6754.182339,    0.118414
6857.543529,    0.118457
6960.904697,    0.118503
7064.265849,    0.118549
7167.626668,    0.118593
7270.987391,    0.118636
7374.347783,    0.118679
7477.708079,    0.118722
7581.068188,    0.118798
7684.428242,    0.118883
7787.788718,    0.118936
7891.149317,    0.118979
7994.509911,    0.119025
8097.870504,    0.119072
8201.230779,    0.119115
8304.591036,    0.119157
8407.951045,    0.119200
8511.311039,    0.119243
8614.671018,    0.119327
8718.030997,    0.119412
8821.390781,    0.119496
8924.750595,    0.119438
9028.110761,    0.119524
9131.470897,    0.119599
9234.830944,    0.119642
9338.190841,    0.119685
9441.550311,    0.119728
9544.909687,    0.119782
9648.268795,    0.119868
9751.628027,    0.119942
9854.987611,    0.119985
9958.347195,    0.120029
10061.706778,    0.120076
10165.066260,    0.120124
10268.425607,    0.120175
10294.126794,    0.120188
10397.486203,    0.114928
10500.845660,    0.112005
10604.205063,    0.111201
10707.564467,    0.110728
10810.923873,    0.110770
10914.283176,    0.110849
11017.642367,    0.110969
11121.001251,    0.112922
11224.359801,    0.116860
11327.718152,    0.119446
11431.076352,    0.121005
11534.434758,    0.121813
11637.793278,    0.122207
11741.151948,    0.122338
11844.510605,    0.122427
11947.869183,    0.122469
12051.227660,    0.122512
