Speed(CAS), Altitude
  80.287842,    0.000000
  80.287844,  100.000000
  80.287844,  200.000000
  80.287844,  300.000000
  80.287844,  400.000000
  80.287844,  500.000000
  80.287844,  600.000000
  80.287844,  700.000000
  80.287844,  800.000000
  80.287844,  900.000000
  80.287844, 1000.000000
  80.287844, 1100.000000
  80.287844, 1200.000000
  80.287844, 1300.000000
  80.287844, 1400.000000
  80.287844, 1500.000000
  80.287844, 1600.000000
  80.287844, 1700.000000
  80.287844, 1800.000000
  80.287844, 1900.000000
  80.287844, 2000.000000
  80.287844, 2100.000000
  80.287844, 2200.000000
  80.287844, 2300.000000
  80.287844, 2400.000000
  80.287844, 2500.000000
  80.287844, 2600.000000
  80.287844, 2700.000000
  80.287844, 2800.000000
  80.287844, 2900.000000
  80.287844, 3000.000000
  80.287844, 3100.000000
  80.287844, 3200.000000
  80.287844, 3300.000000
  80.287844, 3400.000000
  80.287844, 3500.000000
  80.287844, 3600.000000
  80.287844, 3700.000000
  80.287844, 3800.000000
  80.287844, 3900.000000
  80.287844, 4000.000000
  80.287844, 4100.000000
  80.287844, 4200.000000
  80.287844, 4300.000000
  80.287844, 4400.000000
  80.287844, 4500.000000
  80.287844, 4600.000000
  80.287844, 4700.000000
  80.287844, 4800.000000
  80.287844, 4900.000000
  80.287844, 5000.000000
  80.287844, 5100.000000
  80.287844, 5200.000000
  80.287844, 5300.000000
  80.287844, 5400.000000
  80.287844, 5500.000000
  80.287844, 5600.000000
  80.287844, 5700.000000
  80.287844, 5800.000000
  80.287844, 5900.000000
  80.287844, 6000.000000
  80.287844, 6100.000000
  80.287844, 6200.000000
  80.287844, 6300.000000
  80.287844, 6400.000000
  80.287844, 6500.000000
  80.287844, 6600.000000
  80.287844, 6700.000000
  80.287844, 6800.000000
  80.287844, 6900.000000
  80.287844, 7000.000000
  80.287844, 7100.000000
  80.287844, 7200.000000
  80.287844, 7300.000000
  80.287844, 7400.000000
  80.287844, 7500.000000
  80.287844, 7600.000000
  80.287844, 7700.000000
  80.287844, 7800.000000
  80.287844, 7900.000000
  80.287844, 8000.000000
  80.287844, 8100.000000
  80.287844, 8200.000000
  80.287844, 8300.000000
  80.287844, 8400.000000
  80.287844, 8500.000000
  80.287844, 8600.000000
  80.287844, 8700.000000
  80.287844, 8800.000000
  80.287844, 8900.000000
  80.287844, 9000.000000
  80.287844, 9100.000000
  80.287844, 9200.000000
  80.287844, 9300.000000
  80.287844, 9400.000000
  80.287844, 9500.000000
  80.287844, 9600.000000
  80.287844, 9700.000000
  80.287844, 9800.000000
  80.287844, 9900.000000
  80.287844, 10000.000000
  80.287844, 10100.000000
  80.287844, 10200.000000
  80.287844, 10300.000000
  80.287844, 10400.000000
  80.287844, 10500.000000
  80.287844, 10600.000000
  80.287844, 10700.000000
  80.287844, 10800.000000
  80.287844, 10900.000000
  80.287844, 11000.000000
  80.287844, 11100.000000
  80.287844, 11200.000000
  80.287844, 11300.000000
  80.287844, 11400.000000
  80.287844, 11500.000000
  80.287844, 11600.000000
  80.287844, 11700.000000
  80.287844, 11800.000000
  80.287844, 11900.000000
  80.287844, 12000.000000
  80.287844, 12100.000000
  80.287844, 12200.000000
  80.287844, 12300.000000
  80.287844, 12400.000000
  80.287844, 12500.000000
  80.287844, 12600.000000
  80.287844, 12700.000000
  80.287844, 12800.000000
  80.287844, 12900.000000
  80.287844, 13000.000000
  80.287844, 13100.000000
  80.287844, 13200.000000
  80.287844, 13300.000000
  80.287844, 13400.000000
  80.287844, 13500.000000
  80.287844, 13600.000000
  80.287844, 13700.000000
  80.287844, 13800.000000
  84.024766, 13900.000000
  85.173044, 13800.000000
  86.346933, 13700.000000
  87.400830, 13600.000000
  88.403851, 13500.000000
  89.465689, 13400.000000
  90.399212, 13300.000000
  91.314057, 13200.000000
  92.247750, 13100.000000
  93.161501, 13000.000000
  94.014785, 12900.000000
  94.884955, 12800.000000
  95.772208, 12700.000000
  96.635975, 12600.000000
  97.516326, 12500.000000
  98.371786, 12400.000000
  99.285430, 12300.000000
 100.131072, 12200.000000
 100.863092, 12100.000000
 101.608003, 12000.000000
 102.321972, 11900.000000
 103.003727, 11800.000000
 103.696905, 11700.000000
 104.447045, 11600.000000
 105.163940, 11500.000000
 105.846265, 11400.000000
