Ground distance, CL
   0.000000,    1.406400
   6.194905,    1.406400
  24.655653,    1.406400
  55.195012,    1.406400
  97.624172,    1.406400
 151.752927,    1.406400
 217.389834,    1.406400
 294.342389,    1.406400
 382.417203,    1.406400
 481.420189,    1.406400
 591.156710,    1.406400
 711.431786,    1.406400
 842.050386,    1.406400
 982.817726,    1.406400
1133.539670,    1.406400
1294.023010,    1.406400
1464.075793,    1.406400
1643.507320,    1.406400
1824.409304,    1.406400
2021.696916,    1.798367
2149.034841,    2.009212
2276.503659,    2.219121
2383.837296,    2.219121
2603.607095,    2.132873
2827.838413,    2.046496
2895.986184,    2.019951
3123.764987,    1.934040
3353.294246,    1.847599
3584.008104,    1.761232
3815.560393,    1.674706
4036.541841,    1.592560
4269.515434,    1.592560
4503.234678,    1.592560
4737.658365,    1.592560
4972.726505,    1.592560
5208.362818,    1.592560
5444.477738,    1.592560
5680.971788,    1.592560
5692.450013,    1.592560
5929.223795,    1.592560
6166.132993,    1.592560
6176.733942,    1.592560
6413.666558,    1.562264
6650.598104,    1.553608
6887.529135,    1.553608
7124.459735,    1.555772
7361.390807,    1.555772
7598.322359,    1.557936
7835.254335,    1.560100
7961.580644,    1.562264
8198.511687,    1.439993
8435.440920,    1.411866
8672.369321,    1.409702
8909.298624,    1.416194
9146.229549,    1.547116
9383.162285,    1.579576
9620.096207,    1.590396
9857.030961,    1.594724
10093.966329,    1.596888
10330.902216,    1.599052
10567.838510,    1.601216
10804.774869,    1.603380
11041.711431,    1.603380
11278.648444,    1.605544
11515.585608,    1.607708
11752.522794,    1.607708
11989.460472,    1.609872
12226.398445,    1.612036
12463.336566,    1.612036
12700.275116,    1.614200
12937.214053,    1.616364
13174.153121,    1.618528
13411.092444,    1.618528
13648.032274,    1.620692
13884.972331,    1.622856
14121.912559,    1.622856
14358.853315,    1.625020
14595.794356,    1.627184
14832.735469,    1.627184
15069.677019,    1.629348
15306.618954,    1.631512
15543.561034,    1.633676
15780.503510,    1.633676
16017.446522,    1.635840
16254.389736,    1.638004
16491.333043,    1.638004
16728.276855,    1.640168
16965.220951,    1.642332
17202.165206,    1.642332
17439.109951,    1.644496
17676.055093,    1.646660
17913.000373,    1.648824
18149.945991,    1.648824
18386.892118,    1.650988
18623.838449,    1.653152
18860.784941,    1.653152
19097.731937,    1.655316
19334.679192,    1.657480
19571.626551,    1.657480
19808.574385,    1.659644
20045.522646,    1.661808
20282.471142,    1.663972
20519.419910,    1.663972
20756.369232,    1.666136
20993.318873,    1.668300
21230.268732,    1.668300
21467.219123,    1.670464
21704.169795,    1.672628
21941.120636,    1.672628
22178.071984,    1.674792
22415.023432,    1.674792
22651.975249,    1.674792
22888.927526,    1.676956
23125.879661,    1.679120
23362.831784,    1.679120
23599.784267,    1.681284
23836.736996,    1.683448
24073.689764,    1.685612
24310.642692,    1.685612
24547.596047,    1.687776
24784.549616,    1.689940
25021.503216,    1.689940
25258.457037,    1.692104
25495.411219,    1.694268
25732.365554,    1.696432
25969.319979,    1.696432
26206.274796,    1.698596
26246.719160,    1.698596
