Mach, Rate of Climb
   0.209260,   -1.548176
   0.211793,   -1.035218
   0.214326,   -0.689124
   0.216858,   -0.483801
   0.219391,   -0.284883
   0.221924,   -0.170698
   0.224457,   -0.051814
   0.226989,    0.059283
   0.229522,    0.136933
   0.232055,    0.217752
   0.234587,    0.301789
   0.237120,    0.364730
   0.239653,    0.425295
   0.242186,    0.488248
   0.244718,    0.554486
   0.247251,    0.599398
   0.249784,    0.645206
   0.252317,    0.692754
   0.254849,    0.742070
   0.257382,    0.778337
   0.259915,    0.803928
   0.262447,    0.830554
   0.264980,    0.858236
   0.267513,    0.886995
   0.270046,    0.904445
   0.272578,    0.907264
   0.275111,    0.910417
   0.277644,    0.913918
   0.280177,    0.921590
   0.282709,    0.930681
   0.285242,    0.927589
   0.287775,    0.909036
   0.290307,    0.890209
   0.292840,    0.871116
   0.295373,    0.851762
   0.297906,    0.832152
   0.300438,    0.812292
   0.302971,    0.784613
   0.305504,    0.735345
   0.308036,    0.685108
   0.310569,    0.633904
   0.313102,    0.583778
   0.315635,    0.536508
   0.318167,    0.488363
   0.320700,    0.439344
   0.323233,    0.389449
   0.325766,    0.327509
   0.328298,    0.250315
   0.330831,    0.171642
   0.333364,    0.091484
   0.335896,    0.009837
   0.338429,   -0.073305
   0.340962,   -0.157947
   0.343495,   -0.244095
   0.346027,   -0.331753
   0.348560,   -0.415378
   0.351093,   -0.499871
   0.353626,   -0.592198
   0.356158,   -0.705142
   0.358691,   -0.820089
   0.361224,   -0.937047
   0.363756,   -1.056026
   0.366289,   -1.177035
   0.368822,   -1.300084
   0.371355,   -1.425182
   0.373887,   -1.552337
   0.376420,   -1.681560
   0.378953,   -1.812860
   0.381486,   -1.944204
   0.384018,   -2.075223
   0.386551,   -2.208286
   0.389084,   -2.343403
   0.391616,   -2.490514
   0.394149,   -2.654916
   0.396682,   -2.821892
   0.399215,   -2.991456
   0.401747,   -3.163619
   0.404280,   -3.338394
   0.406813,   -3.515793
   0.409345,   -3.695830
   0.411878,   -3.878516
   0.414411,   -4.063814
   0.416944,   -4.248804
   0.419476,   -4.436443
   0.422009,   -4.626745
   0.424542,   -4.819721
   0.427075,   -5.015385
   0.429607,   -5.213748
   0.432140,   -5.414824
   0.434673,   -5.618624
   0.437205,   -5.825162
   0.439738,   -6.034450
   0.442271,   -6.246500
   0.444804,   -6.469684
   0.447336,   -6.713216
   0.449869,   -6.960294
   0.452402,   -7.210863
   0.454935,   -7.464714
   0.457467,   -7.721863
   0.460000,   -7.982325
