Speed (CAS), Rate of Climb
 113.851032,  774.489918
 115.544161,  876.356320
 117.237291,  951.809886
 118.930420, 1005.794737
 120.623550, 1050.530050
 122.316680, 1082.332488
 124.009809, 1112.819773
 125.702939, 1139.467719
 127.396069, 1164.885265
 129.089198, 1192.543363
 130.782328, 1215.392097
 132.475458, 1238.486576
 134.168587, 1261.989390
 135.861717, 1280.745585
 137.554847, 1299.817438
 139.247976, 1319.214000
 140.941106, 1335.571461
 142.634236, 1350.681321
 144.327365, 1365.966690
 146.020495, 1381.434525
 147.713625, 1392.501688
 149.406754, 1404.758145
 151.099884, 1417.078884
 152.793014, 1429.468888
 154.486143, 1438.789577
 156.179273, 1445.677965
 157.872402, 1452.466774
 159.565532, 1459.158995
 161.258662, 1465.757619
 162.951791, 1469.917989
 164.644921, 1471.292500
 166.338051, 1472.426671
 168.031180, 1473.321891
 169.724310, 1474.645950
 171.417440, 1476.304457
 173.110569, 1475.906976
 174.803699, 1472.485332
 176.496829, 1468.720434
 178.189958, 1464.612357
 179.883088, 1460.161179
 181.576218, 1455.366977
 183.269347, 1450.229827
 184.962477, 1444.749805
 186.655607, 1434.222329
 188.348736, 1423.205144
 190.041866, 1411.795939
 191.734996, 1400.792258
 193.428125, 1389.330424
 195.121255, 1377.409341
 196.814384, 1365.027915
 198.507514, 1352.185052
 200.200644, 1338.879657
 201.893773, 1321.449748
 203.586903, 1301.706931
 205.280033, 1281.361045
 206.973162, 1260.409855
 208.666292, 1238.851126
 210.359422, 1216.682621
 212.052551, 1195.549808
 213.745681, 1174.833913
 215.438811, 1153.543766
 217.131940, 1131.677132
 218.825070, 1109.231775
 220.518200, 1086.205459
 222.211329, 1060.450089
 223.904459, 1031.546191
 225.597589, 1001.947768
 227.290718,  971.651777
 228.983848,  940.655174
 230.676978,  908.954914
 232.370107,  876.893145
 234.063237,  845.937827
 235.756366,  814.300955
 237.449496,  781.979484
 239.142626,  748.970370
 240.835755,  715.270570
 242.528885,  680.877040
 244.222015,  645.786735
 245.915144,  609.996612
 247.608274,  573.503627
 249.301404,  536.304737
 250.994533,  496.464789
 252.687663,  453.487884
 254.380793,  410.912914
 256.073922,  368.069708
 257.767052,  324.439526
 259.460182,  280.018737
 261.153311,  234.803711
 262.846441,  188.790815
 264.539571,  141.976419
 266.232700,   94.356893
 267.925830,   45.928605
 269.618960,   -3.312075
 271.312089,  -53.368779
 273.005219, -104.245138
 274.698348, -155.808416
 276.391478, -207.755391
 278.084608, -260.525822
 279.777737, -314.123341
 281.470867, -368.551579
