Time, Load Factor
   0.000100,    0.000000
   0.000512,    0.000000
   0.002789,    0.000000
   0.010588,    0.000000
   0.024105,    0.000002
   0.045860,    0.000005
   0.069118,    0.000012
   0.092372,    0.000022
   0.115680,    0.000035
   0.138982,    0.000050
   0.162280,    0.000068
   0.185755,    0.000089
   0.209139,    0.000113
   0.232747,    0.000140
   0.256324,    0.000170
   0.279997,    0.000203
   0.303708,    0.000238
   0.327622,    0.000277
   0.351528,    0.000319
   0.375737,    0.000365
   0.399742,    0.000412
   0.424172,    0.000464
   0.448726,    0.000519
   0.473150,    0.000577
   0.497874,    0.000639
   0.522708,    0.000704
   0.547548,    0.000772
   0.572791,    0.000845
   0.597987,    0.000920
   0.623363,    0.001000
   0.648469,    0.001082
   0.674312,    0.001169
   0.700124,    0.001260
   0.726127,    0.001355
   0.752297,    0.001453
   0.778759,    0.001557
   0.805478,    0.001665
   0.832315,    0.001777
   0.859136,    0.001893
   0.886229,    0.002013
   0.913409,    0.002138
   0.940881,    0.002267
   0.968502,    0.002401
   0.996430,    0.002541
   1.024454,    0.002685
   1.052581,    0.002833
   1.080960,    0.002987
   1.109571,    0.003145
   1.138463,    0.003310
   1.167415,    0.003479
   1.196558,    0.003653
   1.225884,    0.003833
   1.255390,    0.004018
   1.284956,    0.004208
   1.314723,    0.004403
   1.344387,    0.004602
   1.374771,    0.004810
   1.405053,    0.005022
   1.435602,    0.005240
   1.441795,    0.005285
   1.442671,    0.005292
   1.443291,    0.005296
   1.443881,    0.005300
   1.444364,    0.005304
   1.444555,    0.005305
   1.444667,    0.005306
   1.444718,    0.005306
   1.444764,    0.005307
   1.445067,    0.005309
   1.446512,    0.005319
   1.451530,    0.005356
   1.468213,    0.005479
   1.497615,    0.005698
   1.528751,    0.005934
   1.560004,    0.006177
   1.591711,    0.006427
   1.623524,    0.006684
   1.655439,    0.006946
   1.687904,    0.007217
   1.720358,    0.007494
   1.752831,    0.007776
   1.785915,    0.008068
   1.818556,    0.008362
   1.851422,    0.008662
   1.884602,    0.008971
   1.917950,    0.009287
   1.951923,    0.009614
   1.985763,    0.009945
   2.019815,    0.010284
   2.053885,    0.010628
   2.088256,    0.010981
   2.122923,    0.011343
   2.157859,    0.011713
   2.193185,    0.012094
   2.228349,    0.012478
   2.264178,    0.012876
   2.299566,    0.013274
   2.335119,    0.013681
   2.371229,    0.014099
   2.407483,    0.014526
   2.443903,    0.014960
   2.480604,    0.015405
   2.517352,    0.015856
   2.554215,    0.016314
   2.591627,    0.016786
   2.628821,    0.017262
   2.666635,    0.017752
   2.703882,    0.018241
   2.741698,    0.018744
   2.779775,    0.019257
   2.818367,    0.019784
   2.856785,    0.020315
   2.895415,    0.020856
   2.903178,    0.020966
   2.909297,    0.021052
   2.914782,    0.021130
   2.918113,    0.021177
   2.921004,    0.021218
   2.921461,    0.021225
   2.921512,    0.021225
   2.921559,    0.021226
   2.921949,    0.021232
   2.924196,    0.021263
   2.932570,    0.021383
   2.954672,    0.021699
   2.990886,    0.022222
   3.030410,    0.022799
   3.069696,    0.023380
   3.109143,    0.023971
   3.148738,    0.024570
   3.188579,    0.025181
   3.228346,    0.025797
   3.268695,    0.026430
   3.308881,    0.027067
   3.349666,    0.027721
   3.390771,    0.028387
   3.431636,    0.029058
   3.472979,    0.029743
   3.514038,    0.030431
   3.555780,    0.031138
   3.597777,    0.031858
   3.639734,    0.032584
   3.681872,    0.033321
   3.723928,    0.034065
   3.766099,    0.034818
   3.808286,    0.035579
   3.850806,    0.036354
   3.893438,    0.037139
   3.936238,    0.037935
   3.979288,    0.038743
   4.022662,    0.039566
   4.066154,    0.040399
   4.109789,    0.041242
   4.153603,    0.042098
   4.197509,    0.042963
   4.241398,    0.043836
   4.285590,    0.044724
   4.329765,    0.045619
   4.374393,    0.046532
   4.418823,    0.047449
   4.427762,    0.047634
   4.433018,    0.047744
