Speed (TAS), Efficiency
 167.437365,   13.839981
 169.233342,   14.028496
 171.029319,   14.213609
 172.825295,   14.395301
 174.621272,   14.573607
 176.417249,   14.748616
 178.213225,   14.920477
 180.009202,   15.087942
 181.805179,   15.249841
 183.601156,   15.408679
 185.397132,   15.564823
 187.193109,   15.714246
 188.989086,   15.859559
 190.785062,   16.002815
 192.581039,   16.138266
 194.377016,   16.270493
 196.172993,   16.399530
 197.968969,   16.520530
 199.764946,   16.641155
 201.560923,   16.751961
 203.356899,   16.862155
 205.152876,   16.964103
 206.948853,   17.064280
 208.744829,   17.156578
 210.540806,   17.247386
 212.336783,   17.329329
 214.132760,   17.411651
 215.928736,   17.482631
 217.724713,   17.554792
 219.520690,   17.617089
 221.316666,   17.677500
 223.112643,   17.733633
 224.908620,   17.781923
 226.704597,   17.830868
 228.500573,   17.869410
 230.296550,   17.905751
 232.092527,   17.941597
 233.888503,   17.965214
 235.684480,   17.989076
 237.480457,   18.011255
 239.276433,   18.022224
 241.072410,   18.033291
 242.868387,   18.044276
 244.664364,   18.042448
 246.460340,   18.040607
 248.256317,   18.038753
 250.052294,   18.028635
 251.848270,   18.013971
 253.644247,   17.999226
 255.440224,   17.984175
 257.236201,   17.956946
 259.032177,   17.929610
 260.828154,   17.902168
 262.624131,   17.873586
 264.420107,   17.834106
 266.216084,   17.794533
 268.012061,   17.754869
 269.808037,   17.715116
 271.604014,   17.666138
 273.399991,   17.614989
 275.195968,   17.563801
 276.991944,   17.512577
 278.787921,   17.459868
 280.583898,   17.397980
 282.379874,   17.336136
 284.175851,   17.274340
 285.971828,   17.212595
 287.767805,   17.150905
 289.563781,   17.079415
 291.359758,   17.008050
 293.155735,   16.936844
 294.951711,   16.865798
 296.747688,   16.794918
 298.543665,   16.721375
 300.339641,   16.641777
 302.135618,   16.562463
 303.931595,   16.483434
 305.727572,   16.404695
 307.523548,   16.326247
 309.319525,   16.248092
 311.115502,   16.162238
 312.911478,   16.076561
 314.707455,   15.991303
 316.503432,   15.906464
 318.299409,   15.822046
 320.095385,   15.738048
 321.891362,   15.654473
 323.687339,   15.565124
 325.483315,   15.475178
 327.279292,   15.385777
 329.075269,   15.296919
 330.871245,   15.208604
 332.667222,   15.120830
 334.463199,   15.033596
 336.259176,   14.946902
 338.055152,   14.855922
 339.851129,   14.764021
 341.647106,   14.672771
 343.443082,   14.582171
 345.239059,   14.492216
