Ground Roll Distance, Acceleration
1123.401550, -6934.509884
1150.352771, -6911.428115
1337.384298, -6754.183659
1374.399154, -6723.666245
1411.285025, -6693.451238
1448.042546, -6663.535267
1484.672345, -6633.915004
1487.101438, -6631.957495
1488.962296, -6630.458471
1490.523985, -6629.200823
1491.316368, -6628.562840
1491.812963, -6628.163055
1492.218916, -6627.836266
1492.378281, -6627.707985
1492.476974, -6627.628544
1492.527629, -6627.587771
1492.548959, -7896.263176
1492.570317, -7896.564466
1492.783893, -7899.577740
1494.919385, -7929.748255
1516.247551, -8235.262793
1661.638817, -10537.968974
1806.077723, -13269.234498
1942.480526, -16353.873042
1996.039409, -17725.651869
2033.964572, -18756.633433
2072.011654, -19845.255896
2186.483005, -23500.926802
2296.396727, -27648.940363
2397.772305, -32168.435902
2490.510898, -37035.761551
2574.780591, -42223.125319
2650.837811, -47693.204832
2719.008677, -53399.793095
2779.671911, -59289.038442
2833.238883, -65300.770189
2844.826487, -66722.254048
2851.772318, -67597.600287
2860.016268, -68633.897476
2867.523836, -69584.852839
2910.191779, -75411.544371
2915.837031, -76242.916202
2918.374851, -76620.031469
2921.034465, -77014.721702
2946.410382, -80975.051539
2978.177784, -86530.773941
2979.282112, -86735.872271
2980.427914, -86939.388623
2991.470361, -88956.067175
3017.048174, -94102.367844
3037.318520, -98912.370335
3041.139880, -99943.584912
3041.578257, -100075.748003
3041.971498, -100197.567671
3045.676224, -101392.013855
3056.673002, -105889.317740
3058.206190, -106842.097329
3058.891013, -107374.550829
3059.365618, -107834.865143
3059.683596, -108246.334376
3059.869957, -108614.468676
3059.945720, -108942.634757
3059.949503, -109009.748163
3059.949811, -109029.777981
3059.949826, -109035.808678
