Time, Load Factor
   0.000000,    0.000000
   0.100000,    0.000014
   0.200000,    0.000150
   0.300000,    0.000302
   0.400000,    0.000454
   0.500000,    0.000605
   0.600000,    0.000757
   0.700000,    0.000908
   0.800000,    0.001060
   0.900000,    0.001212
   1.000000,    0.001363
   1.100000,    0.001515
   1.200000,    0.001882
   1.300000,    0.002276
   1.400000,    0.002669
   1.500000,    0.003063
   1.600000,    0.003457
   1.700000,    0.003851
   1.800000,    0.004244
   1.900000,    0.004638
   2.000000,    0.005032
   2.100000,    0.005426
   2.200000,    0.006027
   2.300000,    0.006655
   2.400000,    0.007282
   2.500000,    0.007910
   2.600000,    0.008537
   2.700000,    0.009165
   2.800000,    0.009792
   2.900000,    0.010420
   3.000000,    0.011047
   3.100000,    0.011675
   3.200000,    0.012502
   3.300000,    0.013355
   3.400000,    0.014208
   3.500000,    0.015060
   3.600000,    0.015913
   3.700000,    0.016766
   3.800000,    0.017618
   3.900000,    0.018471
   4.000000,    0.019324
   4.100000,    0.020176
   4.200000,    0.021222
   4.300000,    0.022291
   4.400000,    0.023360
   4.500000,    0.024429
   4.600000,    0.025498
   4.700000,    0.026567
   4.800000,    0.027637
   4.900000,    0.028706
   5.000000,    0.029775
   5.100000,    0.030844
   5.200000,    0.032098
   5.300000,    0.033374
   5.400000,    0.034651
   5.500000,    0.035927
   5.600000,    0.037204
   5.700000,    0.038480
   5.800000,    0.039757
   5.900000,    0.041034
   6.000000,    0.042310
   6.100000,    0.043587
   6.200000,    0.045034
   6.300000,    0.046503
   6.400000,    0.047972
   6.500000,    0.049441
   6.600000,    0.050910
   6.700000,    0.052378
   6.800000,    0.053847
   6.900000,    0.055316
   7.000000,    0.056785
   7.100000,    0.058254
   7.200000,    0.059882
   7.300000,    0.061530
   7.400000,    0.063178
   7.500000,    0.064826
   7.600000,    0.066474
   7.700000,    0.068122
   7.800000,    0.069770
   7.900000,    0.071418
   8.000000,    0.073066
   8.100000,    0.074714
   8.200000,    0.076511
   8.300000,    0.078327
   8.400000,    0.080142
   8.500000,    0.081958
   8.600000,    0.083773
   8.700000,    0.085589
   8.800000,    0.087404
   8.900000,    0.089220
   9.000000,    0.091036
   9.100000,    0.092851
   9.200000,    0.094805
   9.300000,    0.096777
   9.400000,    0.098748
   9.500000,    0.100720
   9.600000,    0.102692
   9.700000,    0.104663
   9.800000,    0.106635
   9.900000,    0.108606
  10.000000,    0.110578
  10.100000,    0.112549
  10.200000,    0.114650
  10.300000,    0.116766
  10.400000,    0.118882
  10.500000,    0.120999
  10.600000,    0.123115
  10.700000,    0.125231
  10.800000,    0.127348
  10.900000,    0.129464
  11.000000,    0.131580
  11.100000,    0.133697
  11.200000,    0.135932
  11.300000,    0.138182
  11.400000,    0.140432
  11.500000,    0.142683
  11.600000,    0.144933
  11.700000,    0.147183
  11.800000,    0.149433
  11.900000,    0.151683
  12.000000,    0.153933
  12.100000,    0.156184
  12.200000,    0.158537
  12.300000,    0.160902
  12.400000,    0.163268
  12.500000,    0.165634
  12.600000,    0.168000
  12.700000,    0.170365
  12.800000,    0.172731
  12.900000,    0.175097
  13.000000,    0.177463
  13.100000,    0.179828
  13.200000,    0.182279
  13.300000,    0.184740
  13.400000,    0.187201
  13.500000,    0.189662
  13.600000,    0.192123
  13.700000,    0.194584
  13.800000,    0.197045
  13.900000,    0.199506
  14.000000,    0.201967
  14.100000,    0.204428
  14.200000,    0.206963
  14.300000,    0.209507
  14.400000,    0.212051
  14.500000,    0.214596
  14.600000,    0.217140
  14.700000,    0.219684
  14.800000,    0.222228
  14.900000,    0.224772
  15.000000,    0.227316
  15.100000,    0.229861
  15.200000,    0.232468
  15.300000,    0.235084
  15.400000,    0.237700
  15.500000,    0.240316
  15.600000,    0.242932
  15.700000,    0.245547
  15.800000,    0.248163
  15.900000,    0.250779
  16.000000,    0.253395
  16.100000,    0.256011
  16.200000,    0.258680
  16.300000,    0.261357
  16.400000,    0.264034
  16.500000,    0.266710
  16.600000,    0.269387
  16.700000,    0.272063
  16.800000,    0.274740
  16.900000,    0.277417
  17.000000,    0.280093
  17.100000,    0.282770
  17.200000,    0.285492
  17.300000,    0.288219
  17.400000,    0.290946
  17.500000,    0.293673
  17.600000,    0.296401
  17.700000,    0.299128
  17.800000,    0.301855
  17.900000,    0.304583
  18.000000,    0.307310
  18.100000,    0.310037
  18.200000,    0.312801
  18.300000,    0.315569
  18.400000,    0.318338
  18.500000,    0.321106
  18.600000,    0.323874
  18.700000,    0.326643
  18.800000,    0.329411
  18.900000,    0.332180
  19.000000,    0.334948
  19.100000,    0.337716
  19.200000,    0.340513
  19.300000,    0.343314
  19.400000,    0.346115
  19.500000,    0.348916
  19.600000,    0.351716
  19.700000,    0.354517
  19.800000,    0.357318
  19.900000,    0.360118
  20.000000,    0.362919
  20.100000,    0.365720
  20.200000,    0.368542
  20.300000,    0.371368
  20.400000,    0.374193
  20.500000,    0.377019
