Ground Distance, 
   0.000000,   65.190513
 240.072474,   65.190513
 251.352220,   64.354737
 262.631965,   63.518961
 273.911711,   62.683185
 285.191456,   61.847410
 296.471201,   61.011634
 307.750947,   60.175858
 319.030692,   59.340082
 330.310437,   58.504306
 341.590183,   57.668531
 342.412694,   57.653270
 350.625848,   57.500988
 407.598808,   56.449607
 418.868016,   56.242665
 430.095946,   56.036814
 441.282814,   55.832044
 452.428835,   55.628347
 454.746258,   55.586036
 454.788631,   55.585263
 454.816852,   55.584748
 454.825125,   55.584595
 454.832728,   55.584438
 454.908758,   55.582873
 455.668941,   55.567203
 463.258876,   55.408246
 507.195748,   54.390915
 550.712229,   53.192368
 591.730809,   51.845750
 603.800089,   51.401823
 616.578084,   50.904970
 651.865446,   49.370052
 685.693640,   47.629587
 716.875625,   45.729307
 745.382036,   43.673942
 771.265875,   41.467940
 794.608591,   39.117405
 815.513841,   36.629653
 834.101720,   34.012608
 850.502215,   31.274213
 853.972513,   30.629238
 856.169135,   30.207176
 857.375665,   29.970550
 858.531043,   29.740685
 869.584695,   27.361508
 873.368480,   26.460513
 875.681071,   25.884202
 876.544734,   25.663601
 877.442305,   25.431086
 885.960219,   23.036809
 889.700516,   21.857433
 894.244646,   20.289491
 894.923135,   20.040553
 895.246541,   19.920396
 895.547652,   19.807642
 898.464127,   18.668291
 906.337632,   15.027645
 912.584677,   11.112073
 913.730432,   10.205771
 913.929176,   10.039297
 914.058654,    9.929185
 914.190581,    9.815577
 915.425986,    8.671729
 918.726392,    4.156340
 919.176542,    3.028319
 919.378526,    2.347510
 919.517410,    1.727317
 919.609101,    1.144144
 919.661200,    0.595423
 919.680139,    0.081235
 919.680459,    0.026902
 919.680498,    0.002090
 919.680498,   -0.000000
