Speed (TAS), Rate of Climb
 132.983452,  798.102031
 135.628421,  814.140538
 138.273389,  828.434355
 140.918358,  841.047779
 143.563326,  851.820571
 146.208295,  860.871576
 148.853264,  868.333067
 151.498232,  874.056871
 154.143201,  878.069763
 156.788170,  880.388213
 159.433138,  881.328913
 162.078107,  880.610034
 164.723075,  878.196380
 167.368044,  874.350662
 170.013013,  869.143677
 172.657981,  862.308025
 175.302950,  853.585119
 177.947918,  843.950356
 180.592887,  832.777368
 183.237856,  819.951847
 185.882824,  805.794439
 188.527793,  790.593849
 191.172762,  773.609311
 193.817730,  755.152809
 196.462699,  736.183551
 199.107667,  715.251255
 201.752636,  693.063120
 204.397605,  669.733805
 207.042573,  645.474213
 209.687542,  619.239627
 212.332511,  591.959183
 214.977479,  563.806240
 217.622448,  533.822064
 220.267416,  502.687946
 222.912385,  470.188172
 225.557354,  436.487083
 228.202322,  401.422163
 230.847291,  364.485291
 233.492259,  326.766594
 236.137228,  287.731094
 238.782197,  246.288742
 241.427165,  204.241818
 244.072134,  160.890516
 246.717103,  115.459058
 249.362071,   68.552766
 252.007040,   20.495207
 254.652008,  -28.936741
 257.296977,  -80.592264
 259.941946, -133.684297
 262.586914, -188.213895
 265.231883, -244.192115
 267.876852, -301.829615
 270.521820, -361.744576
 273.166789, -423.173835
 275.811757, -486.055703
 278.456726, -550.335733
 281.101695, -616.440181
 283.746663, -685.079824
 286.391632, -755.155220
 289.036600, -826.828201
 291.681569, -900.124390
 294.326538, -974.981397
 296.971506, -1051.734959
 299.616475, -1131.076275
 302.261444, -1212.110813
 304.906412, -1294.750275
 307.551381, -1379.113139
 310.196349, -1465.211470
 312.841318, -1553.005880
 315.486287, -1642.721513
 318.131255, -1735.270240
 320.776224, -1829.623952
 323.421192, -1925.771014
 326.066161, -2023.756081
 328.711130, -2123.591485
 331.356098, -2225.288569
 334.001067, -2328.860373
 336.646036, -2434.319490
 339.291004, -2542.282662
 341.935973, -2652.857466
 344.580941, -2765.386784
 347.225910, -2879.883180
 349.870879, -2996.440710
 352.515847, -3114.997100
 355.160816, -3235.559579
 357.805785, -3358.209373
 360.450753, -3482.957402
 363.095722, -3609.751209
 365.740690, -3738.618999
 368.385659, -3870.404963
 371.030628, -4004.860550
 373.675596, -4141.442031
 376.320565, -4280.317811
 378.965533, -4421.428327
 381.610502, -4564.706356
 384.255471, -4710.232015
 386.900439, -4858.175410
 389.545408, -5008.328611
 392.190377, -5160.704376
 394.835345, -5315.595669
