Mach, Efficiency
   0.192755,   13.510019
   0.196465,   13.816105
   0.200174,   14.111757
   0.203884,   14.393515
   0.207593,   14.663655
   0.211303,   14.916871
   0.215013,   15.156948
   0.218722,   15.382881
   0.222432,   15.593837
   0.226141,   15.789171
   0.229851,   15.968242
   0.233560,   16.131468
   0.237270,   16.278244
   0.240979,   16.409042
   0.244689,   16.524358
   0.248398,   16.624918
   0.252108,   16.711671
   0.255817,   16.784274
   0.259527,   16.837704
   0.263237,   16.879739
   0.266946,   16.911464
   0.270656,   16.922632
   0.274365,   16.926125
   0.278075,   16.915731
   0.281784,   16.892887
   0.285494,   16.861518
   0.289203,   16.815458
   0.292913,   16.763539
   0.296622,   16.697896
   0.300332,   16.626218
   0.304042,   16.544988
   0.307751,   16.454641
   0.311461,   16.362028
   0.315170,   16.254332
   0.318880,   16.146795
   0.322589,   16.031043
   0.326299,   15.907953
   0.330008,   15.785364
   0.333718,   15.653523
   0.337427,   15.517353
   0.341137,   15.382064
   0.344847,   15.241052
   0.348556,   15.094202
   0.352266,   14.948629
   0.355975,   14.804340
   0.359685,   14.649751
   0.363394,   14.496238
   0.367104,   14.344382
   0.370813,   14.194180
   0.374523,   14.035109
   0.378232,   13.877833
   0.381942,   13.722545
   0.385651,   13.569227
   0.389361,   13.413456
   0.393071,   13.254939
   0.396780,   13.098675
   0.400490,   12.944636
   0.404199,   12.792793
   0.407909,   12.640814
   0.411618,   12.485584
   0.415328,   12.332766
   0.419037,   12.182321
   0.422747,   12.034214
   0.426456,   11.888406
   0.430166,   11.743203
   0.433876,   11.595590
   0.437585,   11.450422
   0.441295,   11.307653
   0.445004,   11.167239
   0.448714,   11.029138
   0.452423,   10.893305
   0.456133,   10.759187
   0.459842,   10.622784
   0.463552,   10.488732
   0.467261,   10.356985
   0.470971,   10.227495
   0.474681,   10.100217
   0.478390,    9.975105
   0.482100,    9.852117
   0.485809,    9.731210
   0.489519,    9.610709
   0.493228,    9.490144
   0.496938,    9.371689
   0.500647,    9.255300
   0.504357,    9.140933
   0.508066,    9.028544
   0.511776,    8.918091
   0.515485,    8.809534
   0.519195,    8.702832
   0.522905,    8.597946
   0.526614,    8.494837
   0.530324,    8.391818
   0.534033,    8.289560
   0.537743,    8.189077
   0.541452,    8.090330
   0.545162,    7.993281
   0.548871,    7.897894
   0.552581,    7.804132
   0.556290,    7.711961
   0.560000,    7.621347
