Speed (TAS), Climb Angle
  85.874376,    6.639697
  86.387237,    6.651852
  86.900098,    6.653542
  87.412958,    6.655422
  87.925819,    6.657492
  88.438680,    6.655312
  88.951541,    6.648593
  89.464401,    6.642011
  89.977262,    6.635566
  90.490123,    6.629697
  91.002983,    6.621637
  91.515844,    6.610992
  92.028705,    6.600452
  92.541566,    6.590017
  93.054426,    6.579686
  93.567287,    6.569460
  94.080148,    6.556157
  94.593008,    6.541546
  95.105869,    6.527805
  95.618730,    6.514755
  96.131591,    6.501784
  96.644451,    6.488894
  97.157312,    6.475913
  97.670173,    6.459354
  98.183034,    6.442854
  98.695894,    6.426414
  99.208755,    6.410034
  99.721616,    6.394815
 100.234476,    6.380004
 100.747337,    6.365253
 101.260198,    6.348424
 101.773059,    6.330729
 102.285919,    6.313078
 102.798780,    6.295471
 103.311641,    6.277909
 103.824501,    6.260391
 104.337362,    6.244140
 104.850223,    6.227989
 105.363084,    6.210445
 105.875944,    6.191480
 106.388805,    6.172545
 106.901666,    6.153641
 107.414527,    6.134767
 107.927387,    6.115923
 108.440248,    6.097276
 108.953109,    6.079585
 109.465969,    6.061924
 109.978830,    6.043807
 110.491691,    6.023517
 111.004552,    6.003245
 111.517412,    5.982992
 112.030273,    5.962756
 112.543134,    5.942538
 113.055994,    5.922653
 113.568855,    5.903376
 114.081716,    5.884117
 114.594577,    5.864875
 115.107437,    5.845651
 115.620298,    5.824794
 116.133159,    5.802173
 116.646019,    5.779554
 117.158880,    5.756939
 117.671741,    5.734718
 118.184602,    5.712827
 118.697462,    5.690938
 119.210323,    5.669053
 119.723184,    5.647170
 120.236045,    5.625290
 120.748905,    5.603412
 121.261766,    5.581538
 121.774627,    5.559622
 122.287487,    5.535288
 122.800348,    5.511083
 123.313209,    5.486869
 123.826070,    5.462646
 124.338930,    5.438414
 124.851791,    5.414173
 125.364652,    5.389922
 125.877512,    5.365663
 126.390373,    5.341394
 126.903234,    5.317441
 127.416095,    5.293501
 127.928955,    5.269551
 128.441816,    5.245592
 128.954677,    5.221624
 129.467538,    5.197061
 129.980398,    5.170525
 130.493259,    5.143970
 131.006120,    5.117423
 131.518980,    5.091032
 132.031841,    5.064623
 132.544702,    5.038194
 133.057563,    5.011747
 133.570423,    4.985280
 134.083284,    4.958795
 134.596145,    4.932290
 135.109005,    4.905766
 135.621866,    4.879277
 136.134727,    4.852876
 136.647588,    4.826456
