Time, Load Factor
   0.000100,    0.000000
   0.000573,    0.000000
   0.003117,    0.000000
   0.009957,    0.000000
   0.024646,    0.000001
   0.053125,    0.000004
   0.083772,    0.000009
   0.114472,    0.000016
   0.145126,    0.000026
   0.175789,    0.000039
   0.206785,    0.000053
   0.237588,    0.000070
   0.268578,    0.000090
   0.299597,    0.000112
   0.330868,    0.000137
   0.362309,    0.000164
   0.393907,    0.000193
   0.425828,    0.000226
   0.457640,    0.000261
   0.490004,    0.000299
   0.522654,    0.000340
   0.554964,    0.000383
   0.587547,    0.000430
   0.620463,    0.000479
   0.653474,    0.000531
   0.687357,    0.000587
   0.721070,    0.000646
   0.754941,    0.000708
   0.788684,    0.000773
   0.823118,    0.000841
   0.857707,    0.000913
   0.892646,    0.000989
   0.927529,    0.001067
   0.963105,    0.001150
   0.998955,    0.001237
   1.034903,    0.001327
   1.071143,    0.001422
   1.107846,    0.001520
   1.144517,    0.001622
   1.181699,    0.001729
   1.219516,    0.001840
   1.227058,    0.001863
   1.245626,    0.001920
   1.253950,    0.001945
   1.254202,    0.001946
   1.254344,    0.001946
   1.254414,    0.001947
   1.254483,    0.001947
   1.254957,    0.001948
   1.256950,    0.001954
   1.262862,    0.001973
   1.279550,    0.002025
   1.317168,    0.002145
   1.355809,    0.002272
   1.394551,    0.002403
   1.433931,    0.002540
   1.473288,    0.002680
   1.513258,    0.002827
   1.553245,    0.002977
   1.593678,    0.003133
   1.635256,    0.003297
   1.676393,    0.003464
   1.717909,    0.003636
   1.759478,    0.003813
   1.801353,    0.003995
   1.843146,    0.004181
   1.885385,    0.004373
   1.928509,    0.004574
   1.971697,    0.004779
   2.015146,    0.004990
   2.058612,    0.005206
   2.102968,    0.005431
   2.146928,    0.005658
   2.191120,    0.005891
   2.236411,    0.006134
   2.282375,    0.006386
   2.327831,    0.006641
   2.373199,    0.006899
   2.419283,    0.007167
   2.465873,    0.007442
   2.512723,    0.007725
   2.522199,    0.007782
   2.522424,    0.007784
   2.522731,    0.007786
   2.522790,    0.007786
   2.523226,    0.007789
   2.523631,    0.007791
   2.525934,    0.007805
   2.534239,    0.007856
   2.554900,    0.007983
   2.598164,    0.008253
   2.645569,    0.008553
   2.693532,    0.008862
   2.741623,    0.009177
   2.790171,    0.009501
   2.838895,    0.009832
   2.887680,    0.010168
   2.937604,    0.010518
   2.987051,    0.010870
   3.037231,    0.011233
   3.087618,    0.011604
   3.137995,    0.011980
   3.189407,    0.012370
   3.240672,    0.012765
   3.292001,    0.013166
   3.343463,    0.013575
   3.394863,    0.013989
   3.447305,    0.014417
   3.499598,    0.014851
   3.552836,    0.015299
   3.605960,    0.015752
   3.659315,    0.016214
   3.712871,    0.016684
   3.766575,    0.017161
