Mach, Rate of Climb
   0.199325,    6.645755
   0.201554,    6.688572
   0.203783,    6.727954
   0.206012,    6.763941
   0.208241,    6.803834
   0.210470,    6.845422
   0.212699,    6.884058
   0.214928,    6.919826
   0.217157,    6.951979
   0.219386,    6.981087
   0.221615,    7.007478
   0.223844,    7.031052
   0.226073,    7.050763
   0.228302,    7.067982
   0.230531,    7.082408
   0.232760,    7.093029
   0.234989,    7.101460
   0.237218,    7.106221
   0.239447,    7.108245
   0.241676,    7.108222
   0.243905,    7.110146
   0.246135,    7.109837
   0.248364,    7.105789
   0.250593,    7.099719
   0.252822,    7.089865
   0.255051,    7.077855
   0.257280,    7.062400
   0.259509,    7.044282
   0.261738,    7.023476
   0.263967,    6.999093
   0.266196,    6.973182
   0.268425,    6.942437
   0.270654,    6.910025
   0.272883,    6.874521
   0.275112,    6.835475
   0.277341,    6.797964
   0.279570,    6.758012
   0.281799,    6.715447
   0.284028,    6.671159
   0.286257,    6.622376
   0.288486,    6.571209
   0.290715,    6.518226
   0.292944,    6.461042
   0.295174,    6.401004
   0.297403,    6.339057
   0.299632,    6.274005
   0.301861,    6.204844
   0.304090,    6.133682
   0.306319,    6.060512
   0.308548,    5.982886
   0.310777,    5.903018
   0.313006,    5.824162
   0.315235,    5.743253
   0.317464,    5.657637
   0.319693,    5.569198
   0.321922,    5.478614
   0.324151,    5.385879
   0.326380,    5.289333
   0.328609,    5.188890
   0.330838,    5.086204
   0.333067,    4.981268
   0.335296,    4.874074
   0.337525,    4.761997
   0.339754,    4.646863
   0.341983,    4.529380
   0.344212,    4.409539
   0.346442,    4.295015
   0.348671,    4.179224
   0.350900,    4.059743
   0.353129,    3.937943
   0.355358,    3.813816
   0.357587,    3.687353
   0.359816,    3.558546
   0.362045,    3.424708
   0.364274,    3.287791
   0.366503,    3.148441
   0.368732,    3.006648
   0.370961,    2.862404
   0.373190,    2.715700
   0.375419,    2.565440
   0.377648,    2.410425
   0.379877,    2.255051
   0.382106,    2.103599
   0.384335,    1.949682
   0.386564,    1.793290
   0.388793,    1.634414
   0.391022,    1.473025
   0.393251,    1.305810
   0.395481,    1.136024
   0.397710,    0.963660
   0.399939,    0.788706
   0.402168,    0.611153
   0.404397,    0.430992
   0.406626,    0.248212
   0.408855,    0.062803
   0.411084,   -0.127362
   0.413313,   -0.321432
   0.415542,   -0.512791
   0.417771,   -0.705317
   0.420000,   -0.900501
