"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 11/04/17, 12.27.06"


13
X,Y
0.00000,0.899098,
3.33495,0.903906,
8.07230,0.916903,
13.4588,0.936682,
18.8448,0.957788,
23.5768,0.982732,
29.4318,1.01589,
34.3945,1.05549,
39.4759,1.09512,
45.3819,1.14687,
52.1126,1.21076,
55.9484,1.25144,
60.0000,1.29342,
