"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 11/04/17, 12.23.23"


13
X,Y
0.00000,0.901779,
3.98882,0.900068,
9.91768,0.900052,
16.2621,0.898801,
20.8879,0.895842,
25.0395,0.892778,
30.6144,0.888701,
36.8414,0.884768,
42.6535,0.880744,
46.6865,0.877653,
51.0763,0.871986,
54.7536,0.868817,
60.0000,0.859312,
