"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 11/04/17, 12.21.00"


20
X,Y
0.00000,0.899071,
1.44141,0.895522,
3.75461,0.893378,
6.89894,0.888764,
9.62888,0.882729,
12.4193,0.874054,
14.7935,0.867941,
18.2366,0.858082,
22.6898,0.843136,
26.7891,0.824128,
30.2334,0.811614,
33.9764,0.793856,
37.6619,0.772102,
41.3468,0.751675,
44.6778,0.727187,
48.7806,0.700215,
52.4097,0.671811,
55.8040,0.638043,
58.0667,0.615974,
60.0000,0.595128,
