alpha body, CLh_e
  -4.000000,   -0.740278
  -3.172414,   -0.727030
  -2.344828,   -0.713238
  -1.517241,   -0.698888
  -0.689655,   -0.683984
   0.137931,   -0.668120
   0.965517,   -0.652117
   1.793103,   -0.635537
   2.620690,   -0.618375
