eta, Total_load
   0.000000, 4933.805868
   0.020408, 4905.579470
   0.040816, 4909.023901
   0.061224, 4912.174790
   0.081633, 4914.221223
   0.102041, 4914.706087
   0.122449, 4913.345115
   0.142857, 4909.953218
   0.163265, 4904.406743
   0.183673, 4896.621664
   0.204082, 4886.539972
   0.224490, 4874.120732
   0.244898, 4859.333946
   0.265306, 4842.156187
   0.285714, 4822.567394
   0.306122, 4800.548423
   0.326531, 4776.079101
   0.346939, 4749.136612
   0.367347, 4719.694079
   0.387755, 4687.719259
   0.408163, 4653.173266
   0.428571, 4616.009261
   0.448980, 4576.171059
   0.469388, 4533.591581
   0.489796, 4488.191101
   0.510204, 4439.856309
   0.530612, 4388.469829
   0.551020, 4333.915693
   0.571429, 4276.037001
   0.591837, 4214.648874
   0.612245, 4149.533260
   0.632653, 4080.432511
   0.653061, 4007.041391
   0.673469, 3928.997030
   0.693878, 3845.866193
   0.714286, 3757.128941
   0.734694, 3662.157429
   0.755102, 3560.187989
   0.775510, 3450.283739
   0.795918, 3331.283474
   0.816327, 3201.729956
   0.836735, 3059.765843
   0.857143, 2902.975748
   0.877551, 2728.131728
   0.897959, 2530.749702
   0.918367, 2304.234123
   0.938776, 2037.996675
   0.959184, 1712.457882
   0.979592, 1280.591034
   1.000000,    0.000000
