Ground Distance, Horizontal Forces
   0.000000, 203268.465675
   1.855531, 200286.043027
   7.385609, 197276.066200
  16.535086, 194241.473674
  29.248359, 191185.308574
  45.469417, 188108.903596
  65.141892, 185015.519209
  88.209100, 181908.853698
 114.614104, 178791.446043
 144.299754, 175663.240671
 177.208735, 172530.693171
 213.283630, 169396.815391
 252.466987, 166264.795474
 294.701407, 163142.822738
 339.929664, 160033.848565
 388.094774, 156945.593558
 439.140110, 153876.064876
 493.009403, 150828.502358
 549.646767, 147791.956639
 576.706917, 146393.419055
 637.296842, 145385.938373
 676.680347, 144587.812682
 715.305342, 138957.526755
 748.193701, 124186.781986
 815.500997, 68593.931809
 884.055824, 35416.073720
 900.128167, 29032.045125
 968.279523, 3835.029534
1037.564603, 1198.441907
1106.849082,  170.675129
1176.133051, -122.195540
1245.416646, -223.253299
1314.700084, -238.203742
1383.983792, -278.220451
1453.267559, -254.585964
1522.551392, -269.906618
1591.835313, -280.799002
1661.119341, -289.705936
1730.403491, -297.945111
1731.464140, -297.470667
1773.107388, -307.053452
1842.391432, -352.787708
1911.675527, -374.767277
1980.959732, -317.583456
2050.244049, -321.501253
2119.528504, -348.100502
2188.813103, -388.363246
2258.097857, -390.406917
2327.382760, -393.264973
2355.171330, -373.893286
2424.455895, -2185.742454
2493.739783, -2610.395945
2563.023254, -2583.774405
2632.306969, -2596.389799
2701.591223, -767.255730
2770.876058, -318.359539
2840.161291, -195.055663
2909.446836, -157.635606
2978.732601, -128.523762
3048.018517, -157.268596
3117.304514, -174.868895
3186.590477, -160.551119
3255.876473, -178.364584
3325.162420, -167.351099
3394.448319, -179.075679
3463.734243, -171.430110
3533.020074, -118.895239
3602.306011, -174.601288
3671.591826, -125.516411
3740.877773, -179.329152
3810.163545, -133.648342
3879.449486, -183.117567
3948.735224, -140.911808
4018.021166, -185.969301
4087.306905, -147.358869
4156.592844, -190.300273
4225.878548, -155.224727
4295.164453, -193.012886
4364.450139, -161.564771
4433.736015, -195.789982
4503.021686, -168.009331
4572.307528, -197.762590
4641.593201, -173.735657
4710.879017, -200.156889
4780.164690, -179.904495
4849.450468, -200.440283
4918.736184, -184.125618
4988.021977, -201.768628
5057.307754, -189.445043
5126.593550, -202.969596
5195.879385, -194.670611
5265.165173, -142.505203
5334.451044, -200.210528
5403.736791, -151.897920
5473.022700, -203.764735
5542.308451, -159.836205
5611.594402, -208.391438
5680.880153, -168.817956
5750.166124, -211.793679
5819.451891, -176.297289
5888.737877, -215.179925
5958.023656, -183.794120
6027.309654, -216.780224
6096.595491, -189.667194
6165.881518, -220.666522
6235.167372, -197.741029
6304.453365, -222.275528
6373.739243, -203.627488
6443.025215, -224.247240
6512.311116, -209.900907
6581.597046, -229.938226
6650.882926, -219.711506
6720.168687, -166.251467
6789.454510, -224.321048
6858.740154, -174.916512
6928.025923, -228.555094
6997.311468, -183.299593
7066.597195, -231.668679
7135.882691, -190.731489
7205.168378, -236.042077
7274.453804, -199.410393
7343.739430, -238.712121
7413.024819, -206.528489
7482.310388, -242.239493
7551.595723, -214.504652
7620.881201, -244.582632
7690.166489, -221.376258
7759.451871, -246.589321
7828.737115, -227.970057
7898.022389, -248.312474
7967.307582, -234.321724
8000.000000, -212.875905
