Ground distance, Load Factor
   0.000000,    0.000000
   0.000000,    0.000000
   0.000007,    0.000000
   0.000098,    0.000000
   0.000670,    0.000001
   0.002934,    0.000003
   0.007323,    0.000008
   0.013691,    0.000016
   0.022051,    0.000025
   0.032365,    0.000037
   0.044734,    0.000051
   0.059144,    0.000068
   0.075578,    0.000086
   0.094044,    0.000108
   0.114643,    0.000131
   0.137402,    0.000157
   0.162170,    0.000185
   0.189476,    0.000217
   0.218734,    0.000250
   0.250286,    0.000286
   0.284253,    0.000325
   0.320278,    0.000366
   0.358312,    0.000409
   0.399214,    0.000456
   0.442560,    0.000505
   0.488313,    0.000557
   0.536406,    0.000612
   0.587626,    0.000670
   0.641038,    0.000731
   0.696889,    0.000794
   0.755478,    0.000861
   0.817958,    0.000932
   0.882368,    0.001005
   0.949970,    0.001082
   1.020282,    0.001161
   1.094149,    0.001245
   1.171803,    0.001333
   1.251923,    0.001424
   1.333974,    0.001517
   1.419749,    0.001614
   1.510070,    0.001716
   1.603495,    0.001822
   1.699363,    0.001931
   1.799709,    0.002044
   1.902985,    0.002161
   2.011288,    0.002283
   2.121991,    0.002408
   2.235010,    0.002536
   2.353237,    0.002669
   2.475822,    0.002807
   2.603281,    0.002951
   2.733701,    0.003098
   2.867731,    0.003249
   3.008282,    0.003408
   3.151312,    0.003569
   3.299152,    0.003735
   3.450410,    0.003905
   3.604102,    0.004078
   3.762782,    0.004256
   3.795548,    0.004293
   3.874948,    0.004382
   3.876450,    0.004384
   3.877665,    0.004385
   3.878084,    0.004386
   3.878463,    0.004386
   3.881221,    0.004389
   3.893992,    0.004404
   3.929442,    0.004443
   4.028029,    0.004554
   4.208702,    0.004757
   4.385260,    0.004955
   4.569052,    0.005161
   4.757880,    0.005373
   4.952132,    0.005591
   5.149798,    0.005812
   5.353679,    0.006040
   5.561249,    0.006272
   5.773450,    0.006510
   5.990291,    0.006752
   6.213401,    0.007001
   6.441998,    0.007257
   6.676652,    0.007519
   6.918066,    0.007788
   7.162085,    0.008060
   7.410699,    0.008337
   7.665157,    0.008621
   7.929193,    0.008915
   8.197229,    0.009213
   8.471888,    0.009519
   8.750839,    0.009829
   9.039534,    0.010149
   9.334786,    0.010477
   9.632676,    0.010808
   9.938180,    0.011147
  10.247859,    0.011490
  10.565606,    0.011843
  10.890645,    0.012203
  11.222384,    0.012570
  11.561260,    0.012945
  11.904372,    0.013324
  12.257815,    0.013715
  12.616547,    0.014111
  12.983160,    0.014516
  13.350167,    0.014921
  13.728300,    0.015338
  14.112577,    0.015761
  14.505105,    0.016194
  14.904600,    0.016633
  15.312602,    0.017082
  15.724272,    0.017535
  15.728556,    0.017540
  15.729849,    0.017541
  15.730570,    0.017542
  15.731225,    0.017543
  15.737776,    0.017550
  15.767232,    0.017582
  15.870779,    0.017696
  16.174231,    0.018030
  16.605198,    0.018503
  17.043397,    0.018984
  17.486299,    0.019470
  17.938770,    0.019966
  18.401548,    0.020473
  18.868889,    0.020984
  19.344127,    0.021504
  19.829204,    0.022035
  20.319082,    0.022570
  20.815447,    0.023112
  21.318069,    0.023661
  21.835047,    0.024225
  22.361094,    0.024798
  22.892351,    0.025377
  23.432651,    0.025965
  23.977864,    0.026559
  24.538585,    0.027168
  25.104121,    0.027783
  25.679271,    0.028408
  26.261956,    0.029040
  26.856622,    0.029685
  27.456416,    0.030335
  28.068611,    0.030998
  28.686738,    0.031667
  29.318877,    0.032351
  29.953682,    0.033037
  30.601530,    0.033736
  31.260957,    0.034448
  31.927463,    0.035167
  32.601050,    0.035893
  33.289692,    0.036635
  33.982139,    0.037380
  34.683715,    0.038135
  35.395317,    0.038899
  35.539849,    0.039055
  35.629995,    0.039152
  35.690657,    0.039217
  35.918605,    0.039462
  35.922959,    0.039466
  35.924775,    0.039468
  35.926568,    0.039470
  35.939630,    0.039484
  35.999159,    0.039548
  36.242109,    0.039809
  36.854418,    0.040466
  37.593283,    0.041258
  38.349220,    0.042069
  39.104736,    0.042878
  39.874141,    0.043701
  40.655084,    0.044536
  41.446779,    0.045382
  42.254405,    0.046244
  43.066873,    0.047111
  43.888516,    0.047987
  44.721737,    0.048875
  45.564363,    0.049772
  46.414407,    0.050676
  47.274222,    0.051590
  48.153524,    0.052524
  49.037235,    0.053462
  49.932446,    0.054411
  50.839176,    0.055372
  51.759317,    0.056346
  52.688883,    0.057329
  53.622158,    0.058316
  54.567492,    0.059314
  55.524976,    0.060325
  56.501698,    0.061355
  57.483019,    0.062389
  58.480824,    0.063440
  59.492993,    0.064504
  60.515044,    0.065579
  61.541479,    0.066657
  62.579337,    0.067746
  63.626252,    0.068843
  64.691228,    0.069959
  64.734043,    0.070004
  64.771736,    0.070043
  64.800934,    0.070074
  64.833410,    0.070108
  64.861478,    0.070137
  64.886084,    0.070163
  64.887959,    0.070165
  64.890088,    0.070167
  64.892011,    0.070169
  64.906935,    0.070185
  64.992807,    0.070275
  65.286583,    0.070582
  66.012500,    0.071342
  67.104211,    0.072484
  68.201810,    0.073630
  69.313096,    0.074790
  70.437404,    0.075963
  71.568049,    0.077141
  72.711173,    0.078332
  73.864558,    0.079532
  75.038009,    0.080751
  76.218620,    0.081977
  77.415016,    0.083219
  78.623101,    0.084471
  79.842989,    0.085735
  81.072699,    0.087007
  82.315751,    0.088292
  83.563161,    0.089581
  84.834472,    0.090893
  86.119865,    0.092218
  87.411402,    0.093549
  88.712041,    0.094888
  90.027762,    0.096241
  91.356882,    0.097606
  92.696423,    0.098981
  94.054656,    0.100374
  95.422484,    0.101775
  96.801155,    0.103187
  98.194391,    0.104611
  99.602269,    0.106050
 101.023408,    0.107500
 102.450777,    0.108956
 102.741097,    0.109252
 102.930219,    0.109445
 103.061226,    0.109578
 103.078231,    0.109595
 103.103847,    0.109621
 103.112894,    0.109631
 103.115672,    0.109633
 103.136802,    0.109655
 103.157021,    0.109676
 103.260008,    0.109781
 103.752776,    0.110282
 105.105936,    0.111660
 106.564394,    0.113143
 108.047219,    0.114650
 109.549303,    0.116174
 111.061859,    0.117708
 112.588354,    0.119255
 114.117774,    0.120802
 115.666346,    0.122368
 117.228220,    0.123946
 118.800143,    0.125532
 120.395895,    0.127141
 122.000908,    0.128757
 123.620338,    0.130386
 125.255598,    0.132030
 126.902868,    0.133684
 128.562233,    0.135348
 130.236708,    0.137026
 131.926422,    0.138717
 133.626618,    0.140417
 135.344329,    0.142133
 137.079166,    0.143864
 138.818017,    0.145598
 140.572859,    0.147345
