Speed (TAS), Rate of Climb
  77.975486,    1.577702
  79.331255,    1.585422
  80.687023,    1.654028
  82.042792,    1.723717
  83.398560,    1.773858
  84.754329,    1.821692
  86.110097,    1.860689
  87.465866,    1.894526
  88.821634,    1.919797
  90.177403,    1.943367
  91.533171,    1.955086
  92.888940,    1.967051
  94.244708,    1.966739
  95.600477,    1.964781
  96.956245,    1.958421
  98.312014,    1.940626
  99.667782,    1.923824
 101.023551,    1.902015
 102.379319,    1.866877
 103.735088,    1.833815
 105.090856,    1.799325
 106.446625,    1.749541
 107.802393,    1.697670
 109.158162,    1.644667
 110.513930,    1.589676
 111.869699,    1.519702
 113.225467,    1.446770
 114.581236,    1.371290
 115.937004,    1.293379
 117.292773,    1.212459
 118.648541,    1.115289
 120.004309,    1.015003
 121.360078,    0.913169
 122.715846,    0.808970
 124.071615,    0.701652
 125.427383,    0.581729
 126.783152,    0.452772
 128.138920,    0.320123
 129.494689,    0.183757
 130.850457,    0.044700
 132.206226,   -0.098047
 133.561994,   -0.244561
 134.917763,   -0.406594
 136.273531,   -0.577216
 137.629300,   -0.752182
 138.985068,   -0.931419
 140.340837,   -1.114694
 141.696605,   -1.302392
 143.052374,   -1.494543
 144.408142,   -1.690832
 145.763911,   -1.891570
 147.119679,   -2.113237
 148.475448,   -2.340045
 149.831216,   -2.571748
 151.186985,   -2.808545
 152.542753,   -3.050436
 153.898522,   -3.297264
 155.254290,   -3.549283
 156.610059,   -3.806527
 157.965827,   -4.068895
 159.321596,   -4.336511
 160.677364,   -4.609451
 162.033133,   -4.893442
 163.388901,   -5.193808
 164.744670,   -5.500020
 166.100438,   -5.812116
 167.456207,   -6.130131
 168.811975,   -6.454105
 170.167744,   -6.784075
 171.523512,   -7.120140
 172.879281,   -7.462308
 174.235049,   -7.810586
 175.590818,   -8.165070
 176.946586,   -8.525873
 178.302355,   -8.892901
 179.658123,   -9.266193
 181.013892,   -9.646065
 182.369660,  -10.032295
 183.725429,  -10.424905
 185.081197,  -10.836794
 186.436966,  -11.259539
 187.792734,  -11.689154
 189.148503,  -12.125790
 190.504271,  -12.569786
 191.860040,  -13.020780
 193.215808,  -13.478810
 194.571577,  -13.944465
 195.927345,  -14.417340
 197.283114,  -14.897381
 198.638882,  -15.385003
 199.994651,  -15.880271
 201.350419,  -16.382836
 202.706188,  -16.892850
 204.061956,  -17.411032
 205.417725,  -17.936644
 206.773493,  -18.469726
 208.129262,  -19.011103
 209.485030,  -19.560290
 210.840799,  -20.117082
 212.196567,  -20.681981
