eta, CL
   0.000000,    0.512635
   0.020408,    0.516479
   0.040816,    0.523704
   0.061224,    0.530398
   0.081633,    0.536661
   0.102041,    0.542556
   0.122449,    0.548129
   0.142857,    0.553414
   0.163265,    0.558437
   0.183673,    0.563220
   0.204082,    0.567778
   0.224490,    0.572125
   0.244898,    0.576271
   0.265306,    0.580225
   0.285714,    0.583802
   0.306122,    0.585913
   0.326531,    0.585481
   0.346939,    0.584258
   0.367347,    0.582713
   0.387755,    0.580865
   0.408163,    0.578732
   0.428571,    0.576327
   0.448980,    0.573660
   0.469388,    0.570739
   0.489796,    0.567569
   0.510204,    0.564150
   0.530612,    0.560482
   0.551020,    0.556565
   0.571429,    0.552392
   0.591837,    0.547952
   0.612245,    0.543231
   0.632653,    0.538209
   0.653061,    0.532860
   0.673469,    0.527152
   0.693878,    0.521039
   0.714286,    0.514467
   0.734694,    0.507362
   0.755102,    0.499630
   0.775510,    0.491147
   0.795918,    0.481748
   0.816327,    0.471211
   0.836735,    0.459230
   0.857143,    0.445373
   0.877551,    0.429019
   0.897959,    0.409233
   0.918367,    0.384543
   0.938776,    0.352461
   0.959184,    0.308294
   0.979592,    0.241019
   1.000000,    0.000000
