eta, CL
   0.000000,    0.344020
   0.020408,    0.346593
   0.040816,    0.351419
   0.061224,    0.355873
   0.081633,    0.360019
   0.102041,    0.363899
   0.122449,    0.367540
   0.142857,    0.370964
   0.163265,    0.374183
   0.183673,    0.377208
   0.204082,    0.380044
   0.224490,    0.382692
   0.244898,    0.385149
   0.265306,    0.387408
   0.285714,    0.389322
   0.306122,    0.390118
   0.326531,    0.389038
   0.346939,    0.387298
   0.367347,    0.385245
   0.387755,    0.382912
   0.408163,    0.380320
   0.428571,    0.377487
   0.448980,    0.374429
   0.469388,    0.371157
   0.489796,    0.367679
   0.510204,    0.364001
   0.530612,    0.360127
   0.551020,    0.356063
   0.571429,    0.351807
   0.591837,    0.347358
   0.612245,    0.342711
   0.632653,    0.337859
   0.653061,    0.332789
   0.673469,    0.327486
   0.693878,    0.321928
   0.714286,    0.316089
   0.734694,    0.309929
   0.755102,    0.303401
   0.775510,    0.296440
   0.795918,    0.288957
   0.816327,    0.280835
   0.836735,    0.271910
   0.857143,    0.261951
   0.877551,    0.250623
   0.897959,    0.237420
   0.918367,    0.221544
   0.938776,    0.201641
   0.959184,    0.175145
   0.979592,    0.136000
   1.000000,    0.000000
