eta, Ccl
   0.000000,    7.505510
   0.020408,    7.392289
   0.040816,    7.383097
   0.061224,    7.365121
   0.081633,    7.337621
   0.102041,    7.300243
   0.122449,    7.252823
   0.142857,    7.195309
   0.163265,    7.127724
   0.183673,    7.050147
   0.204082,    6.962712
   0.224490,    6.865625
   0.244898,    6.759190
   0.265306,    6.643878
   0.285714,    6.520446
   0.306122,    6.390189
   0.326531,    6.251526
   0.346939,    6.090613
   0.367347,    5.995322
   0.387755,    5.874349
   0.408163,    5.754558
   0.428571,    5.634939
   0.448980,    5.514979
   0.469388,    5.394393
   0.489796,    5.273024
   0.510204,    5.150772
   0.530612,    5.027592
   0.551020,    4.903482
   0.571429,    4.778436
   0.591837,    4.652458
   0.612245,    4.525543
   0.632653,    4.397682
   0.653061,    4.268847
   0.673469,    4.138984
   0.693878,    4.008007
   0.714286,    3.875780
   0.734694,    3.742099
   0.755102,    3.606667
   0.775510,    3.469052
   0.795918,    3.328628
   0.816327,    3.184485
   0.836735,    3.035284
   0.857143,    2.879016
   0.877551,    2.712601
   0.897959,    2.531178
   0.918367,    2.326747
   0.938776,    2.085421
   0.959184,    1.780976
   0.979592,    1.354316
   1.000000,    0.000000
