CLe, Neutral Point
  -0.050971,    0.212681
   0.055052,    0.223061
   0.160881,    0.243473
   0.266525,    0.263829
   0.371966,    0.284273
   0.477203,    0.304337
   0.582238,    0.320809
   0.687079,    0.333491
   0.792076,    0.353936
   0.896568,    0.374670
   1.000847,    0.387221
   1.104909,    0.399654
   1.208748,    0.411903
   1.312366,    0.423324
   1.415771,    0.434220
   1.518959,    0.444975
   1.621919,    0.455465
   1.724655,    0.465545
   1.827162,    0.476103
   1.928240,    0.490971
   2.022634,    0.514645
   2.105365,    0.554199
   2.172901,    0.634042
   2.223141,    0.823909
   2.255415,    1.416601
   2.270470, -2760.996308
   2.270464, -2763.765133
   2.258949,   -3.172803
   2.240870,   -2.721918
   2.222446,   -3.505456
   2.210754,   -4.249164
