CLe, Neutral Point
  -0.049640,    0.202325
   0.044547,    0.211979
   0.138585,    0.231471
   0.232463,    0.251205
   0.326176,    0.270775
   0.419725,    0.289493
   0.513126,    0.307843
   0.606366,    0.323769
   0.699437,    0.333499
   0.792708,    0.352312
   0.885508,    0.373791
   0.978143,    0.385090
   1.070615,    0.396237
   1.162915,    0.407414
   1.255043,    0.418359
   1.346996,    0.428743
   1.438779,    0.438331
   1.530398,    0.447635
   1.621845,    0.457031
   1.713115,    0.466081
   1.804201,    0.475742
   1.893622,    0.489841
   1.977231,    0.512117
   2.051406,    0.548045
   2.113497,    0.615988
   2.161811,    0.759954
   2.195624,    1.115545
   2.215158,    2.960959
   2.221567,   -1.837643
   2.216939,   -5.761604
   2.204301,   -3.069911
   2.187605,   -2.898637
   2.171602,   -3.846081
