CLe, Neutral Point
  -0.051052,    0.211879
   0.045437,    0.221019
   0.141775,    0.239494
   0.237953,    0.258239
   0.333961,    0.276887
   0.429802,    0.294802
   0.525491,    0.312418
   0.621012,    0.327756
   0.716359,    0.337249
   0.811906,    0.355435
   0.906967,    0.376191
   1.001856,    0.387293
   1.096570,    0.398288
   1.191103,    0.409350
   1.285453,    0.420227
   1.379615,    0.430600
   1.473596,    0.440236
   1.567399,    0.449628
   1.661017,    0.459144
   1.754443,    0.468356
   1.847670,    0.478138
   1.939182,    0.492038
   2.024731,    0.513555
   2.100614,    0.547872
   2.164117,    0.612379
   2.213512,    0.748679
   2.248062,    1.084999
   2.267999,    2.840744
   2.274511,   -1.664130
   2.269736,   -5.381043
   2.256777,   -2.866466
   2.239679,   -2.706157
   2.223294,   -3.598310
   2.213056,   -4.436750
