Speed (CAS), Efficiency
  66.920039,   15.077883
  68.251042,   15.367653
  69.582045,   15.640332
  70.913049,   15.893950
  72.244052,   16.128193
  73.575055,   16.341587
  74.906058,   16.536566
  76.237062,   16.712303
  77.568065,   16.865455
  78.899068,   16.999256
  80.230071,   17.113800
  81.561074,   17.209342
  82.892078,   17.286380
  84.223081,   17.345647
  85.554084,   17.385684
  86.885087,   17.407300
  88.216091,   17.413263
  89.547094,   17.405056
  90.878097,   17.382492
  92.209100,   17.341223
  93.540103,   17.289666
  94.871107,   17.226127
  96.202110,   17.146864
  97.533113,   17.061977
  98.864116,   16.960310
 100.195120,   16.854284
 101.526123,   16.735153
 102.857126,   16.612096
 104.188129,   16.477042
 105.519132,   16.341176
 106.850136,   16.191885
 108.181139,   16.043478
 109.512142,   15.885640
 110.843145,   15.725186
 112.174149,   15.564125
 113.505152,   15.393403
 114.836155,   15.224437
 116.167158,   15.053597
 117.498161,   14.876497
 118.829165,   14.701569
 120.160168,   14.527155
 121.491171,   14.346066
 122.822174,   14.167514
 124.153178,   13.991478
 125.484181,   13.812013
 126.815184,   13.631901
 128.146187,   13.454598
 129.477190,   13.280069
 130.808194,   13.102902
 132.139197,   12.926023
 133.470200,   12.752136
 134.801203,   12.581192
 136.132207,   12.412129
 137.463210,   12.240199
 138.794213,   12.071362
 140.125216,   11.905559
 141.456219,   11.742730
 142.787223,   11.582817
 144.118226,   11.420544
 145.449229,   11.260961
 146.780232,   11.104369
 148.111236,   10.950704
 149.442239,   10.799903
 150.773242,   10.651905
 152.104245,   10.502920
 153.435248,   10.356074
 154.766252,   10.212051
 156.097255,   10.070786
 157.428258,    9.932215
 158.759261,    9.796277
 160.090265,    9.662912
 161.421268,    9.530124
 162.752271,    9.398405
 164.083274,    9.269241
 165.414277,    9.142569
 166.745281,    9.018330
 168.076284,    8.896467
 169.407287,    8.776923
 170.738290,    8.659643
 172.069294,    8.544574
 173.400297,    8.429953
 174.731300,    8.316736
 176.062303,    8.205687
 177.393306,    8.096756
 178.724310,    7.989890
 180.055313,    7.885041
 181.386316,    7.782160
 182.717319,    7.681201
 184.048323,    7.582118
 185.379326,    7.484866
 186.710329,    7.389403
 188.041332,    7.294823
 189.372335,    7.201140
 190.703339,    7.109197
 192.034342,    7.018952
 193.365345,    6.930366
 194.696348,    6.843398
 196.027352,    6.758012
 197.358355,    6.674170
 198.689358,    6.591836
