Ground Roll distance, Vertical Forces
 361.850127, 726672.765000
 371.304282, 726672.765000
 438.389398, 726672.765000
 451.685582, 726672.765000
 464.941911, 726672.765000
 478.158566, 726672.765000
 491.335725, 726672.765000
 493.966433, 726672.765000
 494.176821, 726672.765000
 494.262836, 726672.765000
 494.304892, 726672.765000
 494.350545, 726672.765000
 494.371726, 726672.765000
 494.380399, 726672.765000
 494.381469, 726672.765000
 494.382526, 726672.765000
 494.393090, 726672.765000
 494.498726, 726672.765000
 495.554815, 726672.765000
 506.087840, 726672.765000
 570.485358, 726672.765000
 632.856122, 726672.765000
 693.141742, 726672.765000
 751.284185, 726672.765000
 807.225950, 726672.765000
 860.910259, 726672.765000
 912.281247, 726672.765000
 961.284163, 726672.765000
1007.865573, 726672.765000
1051.973567, 726672.765000
1093.557966, 726672.765000
1132.570531, 726672.765000
1168.965167, 726672.765000
1202.698128, 726672.765000
1233.728217, 726672.765000
1262.016974, 726672.765000
1287.528860, 726672.765000
1310.231429, 726672.765000
1330.095492, 726672.765000
1347.095258, 726672.765000
1361.208471, 726672.765000
1372.416521, 726672.765000
1380.704546, 726672.765000
1386.061504, 726672.765000
1388.480238, 726672.765000
1388.633049, 726672.765000
