Mach, Rate of Climb
   0.227619,   11.281417
   0.231381,   11.420831
   0.235142,   11.552668
   0.238904,   11.678551
   0.242665,   11.796165
   0.246426,   11.906070
   0.250188,   12.008555
   0.253949,   12.106325
   0.257711,   12.196377
   0.261472,   12.278728
   0.265234,   12.355335
   0.268995,   12.427152
   0.272756,   12.491635
   0.276518,   12.548925
   0.280279,   12.602234
   0.284041,   12.649833
   0.287802,   12.690646
   0.291563,   12.725193
   0.295325,   12.757846
   0.299086,   12.784273
   0.302848,   12.804454
   0.306609,   12.818548
   0.310371,   12.832467
   0.314132,   12.838320
   0.317893,   12.838016
   0.321655,   12.835338
   0.325416,   12.828531
   0.329178,   12.814885
   0.332939,   12.794796
   0.336701,   12.773664
   0.340462,   12.747520
   0.344223,   12.712631
   0.347985,   12.675046
   0.351746,   12.632749
   0.355508,   12.584949
   0.359269,   12.531634
   0.363030,   12.472044
   0.366792,   12.409901
   0.370553,   12.341172
   0.374315,   12.264124
   0.378076,   12.185740
   0.381838,   12.101599
   0.385599,   12.008394
   0.389360,   11.910853
   0.393122,   11.810523
   0.396883,   11.700508
   0.400645,   11.584480
   0.404406,   11.464266
   0.408168,   11.339559
   0.411929,   11.204206
   0.415690,   11.063564
   0.419452,   10.918823
   0.423213,   10.769014
   0.426975,   10.609243
   0.430736,   10.443024
   0.434497,   10.272353
   0.438259,   10.096137
   0.442020,    9.914186
   0.445782,    9.721507
   0.449543,    9.523640
   0.453305,    9.319994
   0.457066,    9.110542
   0.460827,    8.895872
   0.464589,    8.672166
   0.468350,    8.440123
   0.472112,    8.202078
   0.475873,    7.958480
   0.479635,    7.708791
   0.483396,    7.452984
   0.487157,    7.189327
   0.490919,    6.915692
   0.494680,    6.635725
   0.498442,    6.349394
   0.502203,    6.056678
   0.505964,    5.757544
   0.509726,    5.451959
   0.513487,    5.139893
   0.517249,    4.815417
   0.521010,    4.484135
   0.524772,    4.146154
   0.528533,    3.801253
   0.532294,    3.449176
   0.536056,    3.090300
   0.539817,    2.724595
   0.543579,    2.351446
   0.547340,    1.969790
   0.551102,    1.576685
   0.554863,    1.176499
   0.558624,    0.768000
   0.562386,    0.352259
   0.566147,   -0.070675
   0.569909,   -0.501237
   0.573670,   -0.940300
   0.577431,   -1.386670
   0.581193,   -1.840378
   0.584954,   -2.302581
   0.588716,   -2.776141
   0.592477,   -3.259918
   0.596239,   -3.751293
   0.600000,   -4.252399
