Ground Distance, 
   0.000000,   56.770025
 252.329969,   56.770025
 260.883958,   56.042204
 269.437946,   55.314383
 277.991935,   54.586562
 286.545923,   53.858742
 295.099912,   53.130921
 303.653901,   52.403100
 312.207889,   51.675279
 320.761878,   50.947458
 329.315867,   50.219637
 330.047205,   50.209820
 337.352724,   50.111754
 387.129661,   49.443625
 397.005125,   49.311078
 406.854116,   49.178887
 416.676703,   49.047050
 426.472959,   48.915565
 426.864262,   48.910313
 427.646743,   48.899811
 427.959689,   48.895610
 428.092573,   48.893827
 428.358328,   48.890260
 428.380346,   48.889964
 428.399174,   48.889712
 428.409508,   48.889573
 428.414733,   48.889503
 428.416760,   48.889476
 428.418008,   48.889459
 428.418823,   48.889448
 428.419065,   48.889444
 428.419313,   48.889430
 428.421787,   48.889295
 428.446533,   48.887946
 428.693955,   48.874443
 431.164404,   48.738719
 455.478274,   47.308787
 485.458161,   45.272783
 513.162983,   43.054408
 538.280181,   40.680744
 560.860411,   38.160810
 580.998908,   35.503482
 598.812915,   32.717731
 605.269934,   31.577902
 609.333094,   30.817976
 613.459780,   30.008594
 617.260020,   29.226794
 620.651133,   28.497108
 626.867668,   27.071004
 630.753782,   26.113321
 632.485452,   25.668062
 634.146792,   25.229233
 645.024361,   22.016757
 647.456194,   21.199259
 650.485936,   20.115299
 651.325346,   19.800584
 652.182453,   19.472271
 659.951078,   16.096158
 666.835844,   12.138421
 668.049399,   11.272060
 669.337669,   10.262408
 669.563680,   10.073692
 669.666005,    9.986961
 669.781818,    9.887783
 670.876142,    8.890230
 674.298620,    4.362263
 674.851960,    3.011829
 675.062905,    2.290587
 675.202268,    1.645934
 675.291016,    1.042596
 675.343351,    0.356525
 675.347263,    0.234920
 675.349509,    0.117706
 675.350077,    0.058344
 675.350241,    0.019603
 675.350262,   -0.000000
