Mach, Climb Angle
   0.373377,  233.163858
   0.377484,  233.962954
   0.381592,  235.872933
   0.385699,  237.851652
   0.389806,  239.784349
   0.393914,  241.672021
   0.398021,  243.450262
   0.402128,  245.135420
   0.406236,  246.858452
   0.410343,  248.278748
   0.414450,  249.684090
   0.418557,  251.109563
   0.422665,  252.327893
   0.426772,  253.382002
   0.430879,  254.452243
   0.434987,  255.538617
   0.439094,  256.529416
   0.443201,  257.124010
   0.447309,  257.729841
   0.451416,  258.346909
   0.455523,  258.975213
   0.459631,  259.489237
   0.463738,  259.644767
   0.467845,  259.807119
   0.471952,  259.976294
   0.476060,  260.152293
   0.480167,  260.335114
   0.484274,  260.308892
   0.488382,  260.073648
   0.492489,  259.841581
   0.496596,  259.612692
   0.500704,  259.369804
   0.504811,  259.046989
   0.508918,  258.727352
   0.513025,  258.083133
   0.517133,  257.343475
   0.521240,  256.603608
   0.525347,  255.863529
   0.529455,  255.123239
   0.533562,  254.382739
   0.537669,  253.642028
   0.541777,  252.901106
   0.545884,  251.872706
   0.549991,  250.732411
   0.554098,  249.588932
   0.558206,  248.442269
   0.562313,  247.292422
   0.566420,  246.139392
   0.570528,  244.983179
   0.574635,  243.823782
   0.578742,  242.661201
   0.582850,  241.495438
   0.586957,  240.010658
   0.591064,  238.468220
   0.595171,  236.920039
   0.599279,  235.366115
   0.603386,  233.920973
   0.607493,  232.494476
   0.611601,  231.062227
   0.615708,  229.624228
   0.619815,  228.180479
   0.623923,  226.730979
   0.628030,  225.275730
   0.632137,  223.814731
   0.636244,  222.223102
   0.640352,  220.412524
   0.644459,  218.594044
   0.648566,  216.767663
   0.652674,  214.933381
   0.656781,  213.091198
   0.660888,  211.241115
   0.664996,  209.383133
   0.669103,  207.517250
   0.673210,  205.643467
   0.677317,  203.761786
   0.681425,  201.872205
   0.685532,  199.974725
   0.689639,  198.069347
   0.693747,  196.156070
   0.697854,  194.234895
   0.701961,  192.249607
   0.706069,  189.936371
   0.710176,  187.568263
   0.714283,  185.189178
   0.718390,  182.797388
   0.722498,  180.390373
   0.726605,  177.964756
   0.730712,  175.516245
   0.734820,  173.039575
   0.738927,  170.528439
   0.743034,  168.012648
   0.747142,  165.459573
   0.751249,  162.846251
   0.755356,  160.161582
   0.759463,  157.393099
   0.763571,  154.526897
   0.767678,  151.547568
   0.771785,  148.438123
   0.775893,  145.179921
   0.780000,  141.752597
