Ground distance, CL
   0.000000,    0.982000
   0.000002,    0.982000
   0.000033,    0.982000
   0.000541,    0.982000
   0.002971,    0.982000
   0.012724,    0.982000
   0.030175,    0.982000
   0.055121,    0.982000
   0.087431,    0.982000
   0.127351,    0.982000
   0.175087,    0.982000
   0.230545,    0.982000
   0.293397,    0.982000
   0.364623,    0.982000
   0.443513,    0.982000
   0.530359,    0.982000
   0.626309,    0.982000
   0.729777,    0.982000
   0.842292,    0.982000
   0.963616,    0.982000
   1.092107,    0.982000
   1.229745,    0.982000
   1.378547,    0.982000
   1.536402,    0.982000
   1.702785,    0.982000
   1.880020,    0.982000
   2.066176,    0.982000
   2.263475,    0.982000
   2.469520,    0.982000
   2.687974,    0.982000
   2.915646,    0.982000
   3.153525,    0.982000
   3.404560,    0.982000
   3.665621,    0.982000
   3.939644,    0.982000
   4.226323,    0.982000
   4.526462,    0.982000
   4.834008,    0.982000
   5.151473,    0.982000
   5.483183,    0.982000
   5.829160,    0.982000
   6.193214,    0.982000
   6.569655,    0.982000
   6.958681,    0.982000
   7.362451,    0.982000
   7.781528,    0.982000
   8.217215,    0.982000
   8.664408,    0.982000
   9.129936,    0.982000
   9.607516,    0.982000
  10.098993,    0.982000
  10.614274,    0.982000
  11.146344,    0.982000
  11.686715,    0.982000
  12.245868,    0.982000
  12.820009,    0.982000
  13.423800,    0.982000
  14.037027,    0.982000
  14.668337,    0.982000
  15.312479,    0.982000
  15.979087,    0.982000
  16.665407,    0.982000
  17.369399,    0.982000
  18.093800,    0.982000
  18.833876,    0.982000
  19.591959,    0.982000
  20.369445,    0.982000
  21.183145,    0.982000
  22.002937,    0.982000
  22.847356,    0.982000
  23.710068,    0.982000
  24.594700,    0.982000
  25.508131,    0.982000
  26.440806,    0.982000
  27.392696,    0.982000
  28.376439,    0.982000
  29.370720,    0.982000
  30.386306,    0.982000
  31.437731,    0.982000
  32.505956,    0.982000
  33.595058,    0.982000
  34.722148,    0.982000
  35.854885,    0.982000
  37.013675,    0.982000
  38.196420,    0.982000
  39.405089,    0.982000
  40.647508,    0.982000
  41.900882,    0.982000
  43.179474,    0.982000
  44.514203,    0.982000
  45.859442,    0.982000
  47.224391,    0.982000
  48.628488,    0.982000
  50.052956,    0.982000
  51.505792,    0.982000
  52.986236,    0.982000
  54.503722,    0.982000
  56.045472,    0.982000
  57.603177,    0.982000
  59.199081,    0.982000
  60.807362,    0.982000
  62.453934,    0.982000
  64.126404,    0.982000
  65.835876,    0.982000
  67.565067,    0.982000
  69.327693,    0.982000
  71.134304,    0.982000
  72.979054,    0.982000
  74.841589,    0.982000
  76.727429,    0.982000
  78.653341,    0.982000
  80.636011,    0.982000
  81.033263,    0.982000
  81.360354,    0.982000
  82.361676,    0.982000
  82.376999,    0.982000
  82.390335,    0.982000
  82.393274,    0.982000
  82.394717,    0.982000
  82.397331,    0.982000
  82.397670,    0.982000
  82.397868,    0.982000
  82.398050,    0.982000
  82.399865,    0.982000
  82.416165,    0.982000
  82.520608,    0.982000
  82.937459,    0.982000
  84.229911,    0.982000
  86.170510,    0.982000
  88.073124,    0.982000
  89.990574,    0.982000
  91.955791,    0.982000
  93.930154,    0.982000
  95.949316,    0.982000
  98.000751,    0.982000
 100.078216,    0.982000
 102.188103,    0.982000
 104.330924,    0.982000
 106.490812,    0.982000
 108.673515,    0.982000
 110.897496,    0.982000
 113.151885,    0.982000
 115.441649,    0.982000
 117.761229,    0.982000
 120.124748,    0.982000
 122.493405,    0.982000
 124.904985,    0.982000
 127.345454,    0.982000
 129.808483,    0.982000
 132.308287,    0.982000
 134.852048,    0.982000
 137.425981,    0.982000
 140.011838,    0.982000
 142.645210,    0.982000
 145.317166,    0.982000
 148.010533,    0.982000
 150.726563,    0.982000
 153.495654,    0.982000
 156.293415,    0.982000
 159.125946,    0.982000
 161.982567,    0.982000
 164.876803,    0.982000
 167.790890,    0.982000
 170.756876,    0.982000
 173.759997,    0.982000
 176.773001,    0.982000
 179.820526,    0.982000
 182.913100,    0.982000
