Speed (CAS), Climb Angle
 130.082149,    8.613404
 132.231763,    8.577827
 134.381377,    8.537749
 136.530991,    8.494575
 138.680605,    8.446780
 140.830219,    8.394975
 142.979833,    8.339544
 145.129447,    8.282515
 147.279062,    8.221918
 149.428676,    8.157923
 151.578290,    8.091966
 153.727904,    8.024750
 155.877518,    7.954698
 158.027132,    7.882017
 160.176746,    7.808816
 162.326360,    7.734055
 164.475974,    7.657141
 166.625588,    7.578471
 168.775202,    7.500699
 170.924816,    7.421262
 173.074430,    7.340212
 175.224044,    7.257700
 177.373658,    7.177104
 179.523272,    7.093972
 181.672886,    7.009443
 183.822500,    6.925619
 185.972114,    6.841534
 188.121728,    6.755763
 190.271342,    6.668571
 192.420956,    6.582803
 194.570570,    6.496379
 196.720184,    6.407432
 198.869798,    6.319073
 201.019412,    6.230286
 203.169026,    6.140696
 205.318640,    6.050324
 207.468254,    5.958831
 209.617868,    5.868017
 211.767483,    5.775969
 213.917097,    5.681919
 216.066711,    5.589140
 218.216325,    5.495580
 220.365939,    5.399773
 222.515553,    5.303894
 224.665167,    5.208632
 226.814781,    5.110947
 228.964395,    5.012503
 231.114009,    4.914106
 233.263623,    4.815623
 235.413237,    4.714464
 237.562851,    4.612940
 239.712465,    4.511553
 241.862079,    4.409903
 244.011693,    4.306006
 246.161307,    4.201339
 248.310921,    4.096719
 250.460535,    3.991713
 252.610149,    3.886255
 254.759763,    3.778414
 256.909377,    3.670389
 259.058991,    3.561957
 261.208605,    3.453120
 263.358219,    3.344108
 265.507833,    3.233499
 267.657447,    3.121593
 269.807061,    3.009278
 271.956675,    2.896726
 274.106289,    2.783750
 276.255904,    2.670348
 278.405518,    2.555915
 280.555132,    2.439724
 282.704746,    2.323091
 284.854360,    2.206016
 287.003974,    2.088502
 289.153588,    1.970545
 291.303202,    1.852145
 293.452816,    1.733301
 295.602430,    1.612038
 297.752044,    1.490270
 299.901658,    1.368043
 302.051272,    1.245295
 304.200886,    1.121953
 306.350500,    0.998150
 308.500114,    0.873887
 310.649728,    0.748977
 312.799342,    0.623095
 314.948956,    0.495339
 317.098570,    0.367107
 319.248184,    0.238027
 321.397798,    0.108445
 323.547412,   -0.021613
 325.697026,   -0.152273
 327.846640,   -0.283785
 329.996254,   -0.415776
 332.145868,   -0.548248
 334.295482,   -0.681533
 336.445096,   -0.816458
 338.594710,   -0.952661
 340.744325,   -1.089358
 342.893939,   -1.227155
