Speed (TAS), Climb Angle
  95.715990,    2.107188
  97.338884,    2.167083
  98.961778,    2.221340
 100.584672,    2.269611
 102.207566,    2.311909
 103.830459,    2.349252
 105.453353,    2.381379
 107.076247,    2.408546
 108.699141,    2.430809
 110.322035,    2.448307
 111.944929,    2.461396
 113.567823,    2.470338
 115.190717,    2.475467
 116.813611,    2.477438
 118.436505,    2.476206
 120.059399,    2.472909
 121.682292,    2.465472
 123.305186,    2.456418
 124.928080,    2.445082
 126.550974,    2.431507
 128.173868,    2.415047
 129.796762,    2.397976
 131.419656,    2.376782
 133.042550,    2.354877
 134.665444,    2.329968
 136.288338,    2.303184
 137.911231,    2.273925
 139.534125,    2.242093
 141.157019,    2.207669
 142.779913,    2.170728
 144.402807,    2.130427
 146.025701,    2.088402
 147.648595,    2.042224
 149.271489,    1.994657
 150.894383,    1.945115
 152.517277,    1.894177
 154.140171,    1.843431
 155.763064,    1.794506
 157.385958,    1.746070
 159.008852,    1.703458
 160.631746,    1.662114
 162.254640,    1.622804
 163.877534,    1.585844
 165.500428,    1.549166
 167.123322,    1.510755
 168.746216,    1.472166
 170.369110,    1.433395
 171.992003,    1.392372
 173.614897,    1.349174
 175.237791,    1.305395
 176.860685,    1.260976
 178.483579,    1.214960
 180.106473,    1.166340
 181.729367,    1.117252
 183.352261,    1.067675
 184.975155,    1.017654
 186.598049,    0.965268
 188.220942,    0.911328
 189.843836,    0.856929
 191.466730,    0.802062
 193.089624,    0.746734
 194.712518,    0.690220
 196.335412,    0.631070
 197.958306,    0.571423
 199.581200,    0.511281
 201.204094,    0.450642
 202.826988,    0.389508
 204.449882,    0.327855
 206.072775,    0.262994
 207.695669,    0.197615
 209.318563,    0.131718
 210.941457,    0.065302
 212.564351,   -0.001633
 214.187245,   -0.069085
 215.810139,   -0.137057
 217.433033,   -0.207254
 219.055927,   -0.278857
 220.678821,   -0.350998
 222.301714,   -0.423678
 223.924608,   -0.496896
 225.547502,   -0.570654
 227.170396,   -0.644951
 228.793290,   -0.719786
 230.416184,   -0.795162
 232.039078,   -0.873110
 233.661972,   -0.951998
 235.284866,   -1.031442
 236.907760,   -1.111444
 238.530653,   -1.192003
 240.153547,   -1.273120
 241.776441,   -1.354795
 243.399335,   -1.437028
 245.022229,   -1.519819
 246.645123,   -1.603169
 248.268017,   -1.687078
 249.890911,   -1.773738
 251.513805,   -1.861025
 253.136699,   -1.948887
 254.759593,   -2.037324
 256.382486,   -2.126336
