Ground Distance, Emission CO
   0.000000,    0.000000
   0.015373,    0.000000
   0.168785,    0.000000
   0.339217,    0.000000
   0.509649,    0.000000
   0.680081,    0.000000
   0.850513,    0.000000
   1.020945,    0.000000
   1.191377,    0.000000
   1.361810,    0.000000
   1.532242,    0.000000
   1.702674,    0.000000
   2.119176,    0.000000
   2.566403,    0.000000
   3.013630,    0.000000
   3.460857,    0.000000
   3.908084,    0.000000
   4.355311,    0.000000
   4.802538,    0.000000
   5.249765,    0.000000
   5.696992,    0.000000
   6.144219,    0.000000
   6.834921,    0.000000
   7.556023,    0.000000
   8.277125,    0.000000
   8.998227,    0.000000
   9.719329,    0.000000
  10.440431,    0.000000
  11.161533,    0.000000
  11.882635,    0.000000
  12.603737,    0.000000
  13.324839,    0.000000
  14.286743,    0.000000
  15.278714,    0.000000
  16.270685,    0.000000
  17.262656,    0.000000
  18.254627,    0.000000
  19.246597,    0.000000
  20.238568,    0.000000
  21.230539,    0.000000
  22.222510,    0.000000
  23.214481,    0.000000
  24.444509,    0.000000
  25.704260,    0.000000
  26.964012,    0.000000
  28.223763,    0.000000
  29.483515,    0.000000
  30.743266,    0.000000
  32.003017,    0.000000
  33.262769,    0.000000
  34.522520,    0.000000
  35.782272,    0.000000
  37.277267,    0.000000
  38.801634,    0.000000
  40.326001,    0.000000
  41.850368,    0.000000
  43.374735,    0.000000
  44.899102,    0.000000
  46.423469,    0.000000
  47.947835,    0.000000
  49.472202,    0.000000
  50.996569,    0.000000
  52.753203,    0.000000
  54.538837,    0.000000
  56.324472,    0.000000
  58.110106,    0.000000
  59.895740,    0.000000
  61.681374,    0.000000
  63.467009,    0.000000
  65.252643,    0.000000
  67.038277,    0.000000
  68.823911,    0.000000
  70.838111,    0.000000
  72.880849,    0.000000
  74.923587,    0.000000
  76.966325,    0.000000
  79.009063,    0.000000
  81.051801,    0.000000
  83.094539,    0.000000
  85.137277,    0.000000
  87.180015,    0.000000
  89.222753,    0.000000
  91.490044,    0.000000
  93.785372,    0.000000
  96.080700,    0.000000
  98.376028,    0.000000
 100.671357,    0.000000
 102.966685,    0.000000
 105.262013,    0.000000
 107.557341,    0.000000
 109.852669,    0.000000
 112.147997,    0.000000
 114.663848,    0.000000
 117.207232,    0.000000
 119.750617,    0.000000
 122.294002,    0.000000
 124.837386,    0.000000
 127.380771,    0.000000
 129.924156,    0.000000
 132.467540,    0.000000
 135.010925,    0.000000
 137.554309,    0.000000
 140.314173,    0.000000
 143.101066,    0.000000
 145.887959,    0.000000
 148.674852,    0.000000
 151.461746,    0.000000
 154.248639,    0.000000
 157.035532,    0.000000
 159.822425,    0.000000
 162.609318,    0.000000
 165.396211,    0.000000
 168.395532,    0.000000
 171.421377,    0.000000
 174.447222,    0.000000
 177.473067,    0.000000
 180.498912,    0.000000
 183.524756,    0.000000
 186.550601,    0.000000
 189.576446,    0.000000
 192.602291,    0.000000
 195.628136,    0.000000
 198.862355,    0.000000
 202.122591,    0.000000
 205.382827,    0.000000
 208.643064,    0.000000
 211.903300,    0.000000
 215.163536,    0.000000
 218.423773,    0.000000
 221.684009,    0.000000
 224.944245,    0.000000
 228.204481,    0.000000
 231.668895,    0.000000
 235.158801,    0.000000
 238.648708,    0.000000
 242.138614,    0.000000
 245.628521,    0.000000
 249.118428,    0.000000
 252.608334,    0.000000
 256.098241,    0.000000
 259.588147,    0.000000
 263.078054,    0.000000
 266.767166,    0.000000
 270.481150,    0.000000
 274.195135,    0.000000
 277.909119,    0.000000
 281.623104,    0.000000
 285.337089,    0.000000
 289.051073,    0.000000
 292.765058,    0.000000
 296.479042,    0.000000
 300.193027,    0.000000
 304.101016,    0.000000
 308.033229,    0.000000
 311.965441,    0.000000
 315.897653,    0.000000
 319.829866,    0.000000
 323.762078,    0.000000
 327.694291,    0.000000
 331.626503,    0.000000
 335.558716,    0.000000
 339.490928,    0.000000
 343.612015,    0.000000
 347.756684,    0.000000
 351.901354,    0.000000
 356.046023,    0.000000
 360.190693,    0.000000
 364.335362,    0.000000
 368.480032,    0.000000
 372.624701,    0.000000
 376.769371,    0.000000
 380.914040,    0.000000
 385.242527,    0.000000
 389.593966,    0.000000
 393.945405,    0.000000
 398.296843,    0.000000
 402.648282,    0.000000
 406.999720,    0.000000
 411.351159,    0.000000
 415.702597,    0.000000
 420.054036,    0.000000
 424.405474,    0.000000
 428.935751,    0.000000
 433.488357,    0.000000
 438.040963,    0.000000
 442.593569,    0.000000
 447.146175,    0.000000
 451.698781,    0.000000
 456.251387,    0.000000
 460.803994,    0.000000
 465.356600,    0.000000
 469.909206,    0.000000
 474.635749,    0.000000
 479.384011,    0.000000
 484.132272,    0.000000
 488.880534,    0.000000
 493.628795,    0.000000
 498.377056,    0.000000
 503.125318,    0.000000
 507.873579,    0.000000
 512.621841,    0.000000
 517.370102,    0.000000
 522.287483,    0.000000
 527.225979,    0.000000
 532.164476,    0.000000
 537.102972,    0.000000
 542.041469,    0.000000
 546.979965,    0.000000
 551.918462,    0.000000
 556.856959,    0.000000
 561.795455,    0.000000
 566.733952,    0.000000
 571.836835,    0.000000
 576.960243,    0.000000
 582.083652,    0.000000
 587.207060,    0.000000
 592.330468,    0.000000
 597.453877,    0.000000
 602.577285,    0.000000
 607.700694,    0.000000
 612.824102,    0.000000
 617.947510,    0.000000
 623.230690,    0.000000
 628.533819,    0.000000
 633.836948,    0.000000
 639.140077,    0.000000
 644.443206,    0.000000
 649.746335,    0.000000
 655.049464,    0.000000
 660.352593,    0.000000
 665.655722,    0.000000
 670.958851,    0.000000
 676.417244,    0.000000
 681.895024,    0.000000
 687.372804,    0.000000
 692.850584,    0.000000
 698.328364,    0.000000
 703.806143,    0.000000
 709.283923,    0.000000
 714.761703,    0.000000
 720.239483,    0.000000
 725.717263,    0.000000
 731.303522,    0.000000
 736.903326,    0.000000
 742.503130,    0.000000
 748.102934,    0.000000
 750.429016,    0.000000
 756.112488,    0.000000
 761.795960,    0.000000
 767.479432,    0.000000
 773.162904,    0.000000
 778.846375,    0.000000
 784.568708,    0.000000
 790.379849,    0.000000
 796.190990,    0.000000
 802.002132,    0.000000
 807.813273,    0.000000
 813.624414,    0.000000
 819.435555,    0.000000
 825.246697,    0.000000
 831.057838,    0.000000
 836.868979,    0.000000
 842.727488,    0.000000
 848.694245,    0.000000
 854.661002,    0.000000
 860.627759,    0.000000
 866.594516,    0.000000
 872.561273,    0.000000
 878.528030,    0.000000
 884.494787,    0.000000
 890.461544,    0.000000
 896.428301,    0.000000
 902.439491,    0.000000
 908.552225,    0.000000
 914.664958,    0.000000
 920.777691,    0.000000
 926.890425,    0.000000
 933.003158,    0.000000
 939.115891,    0.000000
 945.228625,    0.000000
 951.341358,    0.000000
 957.454091,    0.000000
 961.706192,    0.000000
 967.934738,    0.000000
 974.163284,    0.000000
 980.391830,    0.000000
 986.620376,    0.000000
 992.848922,    0.000000
 999.077468,    0.000000
1005.306014,    0.000000
1011.534560,    0.000000
1017.763106,    0.000000
1023.991652,    0.000000
1030.261056,    0.000000
1036.530460,    0.000000
1042.799864,    0.000000
1049.069269,    0.000000
1055.338673,    0.000000
1061.618214,    0.000000
1067.897755,    0.000000
1074.177297,    0.000000
1080.456838,    0.000000
1086.736379,    0.000000
1093.011579,    0.000000
1099.286780,    0.000000
1105.561980,    0.000000
1111.837180,    0.000000
1118.112381,    0.000000
1124.387581,    0.000000
1130.662781,    0.000000
1136.937982,    0.000000
