Time, Energies
   0.000000,    0.000000
   0.000028, 2084.199348
   0.000056, 8306.149869
   0.000083, 18649.442635
   0.000111, 33103.198015
   0.000139, 51655.154051
   0.000167, 74293.048790
   0.000194, 101004.620275
   0.000222, 131777.606551
   0.000250, 166599.745661
   0.000278, 205458.775651
   0.000306, 248342.434564
   0.000333, 294996.230603
   0.000361, 345578.114335
   0.000389, 400103.877238
   0.000417, 458561.530856
   0.000444, 520939.086731
   0.000472, 587224.556404
   0.000500, 657405.951418
   0.000528, 731471.283314
   0.000556, 809408.563635
   0.000583, 891205.803922
   0.000611, 976401.228394
   0.000639, 1065335.056455
   0.000667, 1158049.295036
   0.000694, 1254532.235081
   0.000722, 1354772.167535
   0.000750, 1458757.383344
   0.000778, 1566476.173451
   0.000806, 1677916.828803
   0.000833, 1793067.640343
   0.000861, 1911916.899016
   0.000889, 2033792.285306
   0.000917, 2159219.306918
   0.000944, 2288266.608222
   0.000972, 2420922.764631
   0.001000, 2557176.351557
   0.001028, 2697015.944414
   0.001056, 2840430.118615
   0.001083, 2987407.449571
   0.001111, 3137936.512698
   0.001139, 3292005.883406
   0.001167, 3448731.126752
   0.001194, 3608824.566142
   0.001222, 3772381.692896
   0.001250, 3939391.371131
   0.001278, 4109842.464963
   0.001306, 4283723.838510
   0.001333, 4461024.355887
   0.001361, 4641732.881213
   0.001389, 4825838.278603
   0.001417, 5013329.412174
   0.001444, 5202395.925009
   0.001472, 5394504.616952
   0.001500, 5589861.989330
   0.001528, 5788455.520999
   0.001556, 5990272.690818
   0.001583, 6195300.977643
   0.001611, 6403527.860333
   0.001639, 6614940.817744
   0.001667, 6829527.328735
   0.001694, 7047274.872163
   0.001722, 7264601.657457
   0.001750, 7484441.374551
   0.001778, 7707214.060751
   0.001806, 7932904.418147
   0.001833, 8161497.148828
   0.001861, 8392976.954885
   0.001889, 8627328.538406
   0.001917, 8864536.601481
   0.001944, 9104585.846201
   0.001972, 9347460.974654
   0.002000, 9591220.676968
   0.002028, 9837491.599794
   0.002056, 10086496.920032
   0.002083, 10338221.916447
   0.002111, 10592651.867804
   0.002139, 10849772.052866
   0.002167, 11109567.750399
   0.002194, 11372024.239167
   0.002222, 11637126.797934
   0.002250, 11904860.705466
   0.002278, 12173076.972190
   0.002306, 12443588.205385
   0.002333, 12716644.337209
   0.002361, 12992231.214667
   0.002389, 13270334.684762
   0.002417, 13550940.594498
   0.002444, 13834034.790878
   0.002472, 14119603.120906
   0.002500, 14407631.431585
   0.002528, 14698105.569919
   0.002556, 14988685.921140
   0.002583, 15281356.091100
   0.002611, 15576390.626138
   0.002639, 15873775.932091
   0.002667, 16173498.414796
   0.002694, 16475544.480091
   0.002722, 16779900.533813
   0.002750, 17086552.981801
   0.002778, 17395488.229891
   0.002806, 17706692.683921
   0.002833, 18017653.488089
   0.002861, 18330509.977444
   0.002889, 18645559.128262
   0.002917, 18962787.894932
   0.002944, 19282183.231846
   0.002972, 19603732.093391
   0.003000, 19927421.433960
   0.003028, 20253238.207940
   0.003056, 20581169.369724
   0.003083, 20911201.873700
   0.003111, 21240667.163060
   0.003139, 21571844.879326
   0.003167, 21905052.223210
   0.003194, 22240276.686587
   0.003222, 22577505.761335
   0.003250, 22916726.939329
   0.003278, 23257927.712445
   0.003306, 23601095.572560
   0.003333, 23946218.011550
   0.003361, 24293282.521291
   0.003389, 24626982.635709
   0.003417, 24960259.792502
   0.003444, 25294981.706492
   0.003472, 25631131.633354
   0.003500, 25968692.828763
   0.003528, 26307648.548392
   0.003556, 26647982.047917
   0.003583, 26989676.583012
   0.003611, 27332715.409350
   0.003639, 27677081.782607
   0.003667, 28018927.622799
   0.003694, 28361559.442592
   0.003722, 28705437.866018
   0.003750, 29050546.912353
   0.003778, 29396870.600875
   0.003806, 29744392.950860
   0.003833, 30093097.981585
   0.003861, 30442969.712326
   0.003889, 30793992.162360
   0.003917, 31146149.350965
   0.003944, 31496082.671800
   0.003972, 31846691.793461
   0.004000, 32198378.392415
   0.004028, 32551127.385302
   0.004056, 32904923.688761
   0.004083, 33259752.219429
   0.004111, 33615597.893947
   0.004139, 33972445.628952
   0.004167, 34330280.341084
   0.004194, 34689086.946980
   0.004222, 35045522.562000
   0.004250, 35402479.221862
   0.004278, 35760357.872941
   0.004306, 36119144.290208
   0.004333, 36478824.248637
   0.004361, 36839383.523199
   0.004389, 37200807.888867
   0.004417, 37563083.120613
   0.004444, 37926194.993410
   0.004472, 38290129.282230
   0.004500, 38651581.704712
   0.004528, 39013416.219688
   0.004556, 39376030.122843
   0.004583, 39739410.009037
   0.004611, 40103542.473131
   0.004639, 40468414.109983
   0.004667, 40834011.514454
   0.004694, 41200321.281403
   0.004722, 41567330.005690
   0.004750, 41935024.282176
   0.004778, 42300159.146864
   0.004806, 42665551.940878
   0.004833, 43031593.660106
   0.004861, 43398271.681547
   0.004889, 43765573.382198
   0.004917, 44133486.139056
   0.004944, 44501997.329117
   0.004972, 44871094.329380
   0.005000, 45240764.516841
   0.005028, 45610995.268498
   0.005056, 45978619.520394
   0.005083, 46346391.333992
   0.005111, 46714693.024225
   0.005139, 47083512.713272
   0.005167, 47452838.523316
   0.005194, 47822658.576535
   0.005222, 48192960.995110
   0.005250, 48563733.901221
   0.005278, 48934965.417050
   0.005306, 49306643.664775
   0.005333, 49676226.898635
   0.005361, 50045936.835332
   0.005389, 50416079.381226
   0.005417, 50786643.441907
   0.005444, 51157617.922968
   0.005472, 51528991.730003
   0.005500, 51900753.768602
   0.005528, 52272892.944360
   0.005556, 52645398.162869
   0.005583, 53018258.329720
   0.005611, 53389450.404640
   0.005639, 53760752.623676
   0.005667, 54132407.532787
   0.005694, 54504404.816128
   0.005722, 54876734.157853
   0.005750, 55249385.242116
