alpha body, Neutral Point
 -10.000000,    0.186650
  -9.090909,    0.196178
  -8.181818,    0.214715
  -7.272727,    0.233042
  -6.363636,    0.251745
  -5.454545,    0.270048
  -4.545455,    0.287218
  -3.636364,    0.301078
  -2.727273,    0.308849
  -1.818182,    0.326324
  -0.909091,    0.345956
  -0.000000,    0.354778
   0.909091,    0.363833
   1.818182,    0.372612
   2.727273,    0.380354
   3.636364,    0.387615
   4.545455,    0.394960
   5.454545,    0.401831
   6.363636,    0.407802
   7.272727,    0.413354
   8.181818,    0.418946
   9.090909,    0.424013
  10.000000,    0.428401
  10.909091,    0.436866
  11.818182,    0.467606
  12.727273,    0.542429
  13.636364,    0.703189
  14.545455,    1.196096
  15.454545,    3.492048
